ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Example_ID
Finnish-GB037,11,GB037,0,,,,
Finnish-GB038,11,GB038,0,,,,
Finnish-GB039,11,GB039,0,,,,
Finnish-GB041,11,GB041,0,,,,
Finnish-GB042,11,GB042,0,,,,
Finnish-GB043,11,GB043,0,,,,
Finnish-GB044,11,GB044,1,,,,
Finnish-GB046,11,GB046,0,,,,
Finnish-GB047,11,GB047,1,,,,
Finnish-GB048,11,GB048,1,,,,
Finnish-GB049,11,GB049,1,,,,
Finnish-GB051,11,GB051,0,,,,
Finnish-GB052,11,GB052,0,,,,
Finnish-GB053,11,GB053,0,,,,
Finnish-GB054,11,GB054,0,,,,
Finnish-GB057,11,GB057,0,,,,
Finnish-GB058,11,GB058,0,,,,
Finnish-GB059,11,GB059,0,,,,
Finnish-GB065,11,GB065,1,,,,
Finnish-GB068,11,GB068,0,,,,
Finnish-GB069,11,GB069,0,,,,
Finnish-GB070,11,GB070,1,,,,
Finnish-GB071,11,GB071,1,,,,
Finnish-GB072,11,GB072,1,,,,
Finnish-GB073,11,GB073,1,,,,
Finnish-GB074,11,GB074,1,,,,
Finnish-GB075,11,GB075,1,,,,
Finnish-GB079,11,GB079,0,,,,
Finnish-GB080,11,GB080,1,,,,
Finnish-GB081,11,GB081,0,,,,
Finnish-GB082,11,GB082,0,,,,
Finnish-GB083,11,GB083,1,,,,
Finnish-GB084,11,GB084,0,,,,
Finnish-GB086,11,GB086,0,,,,
Finnish-GB089,11,GB089,1,,,,
Finnish-GB090,11,GB090,0,,,,
Finnish-GB091,11,GB091,1,,,,
Finnish-GB092,11,GB092,0,,,,
Finnish-GB093,11,GB093,0,,,,
Finnish-GB094,11,GB094,0,,,,
Finnish-GB095,11,GB095,0,,,,
Finnish-GB096,11,GB096,0,,,,
Finnish-GB098,11,GB098,0,,,,
Finnish-GB099,11,GB099,0,,,,
Finnish-GB103,11,GB103,0,,,,
Finnish-GB104,11,GB104,0,,,,
Finnish-GB105,11,GB105,0,,,,
Finnish-GB107,11,GB107,0,,,,
Finnish-GB108,11,GB108,0,,,,
Finnish-GB109,11,GB109,0,,,,
Finnish-GB110,11,GB110,0,,,,
Finnish-GB111,11,GB111,1,,,,
Finnish-GB113,11,GB113,1,,,,
Finnish-GB114,11,GB114,1,,,,
Finnish-GB115,11,GB115,0,,,,
Finnish-GB116,11,GB116,0,,,,
Finnish-GB117,11,GB117,1,,,,
Finnish-GB118,11,GB118,0,,,,
Finnish-GB119,11,GB119,1,,,,
Finnish-GB120,11,GB120,0,,,,
Finnish-GB121,11,GB121,1,,,,
Finnish-GB122,11,GB122,0,,,,
Finnish-GB123,11,GB123,0,,,,
Finnish-GB124,11,GB124,0,,,,
Finnish-GB126,11,GB126,0,,,,
Finnish-GB127,11,GB127,0,,,,
Finnish-GB129,11,GB129,0,,,,
Finnish-GB130,11,GB130,1,,,,
Finnish-GB131,11,GB131,0,,,,
Finnish-GB132,11,GB132,1,,,,
Finnish-GB133,11,GB133,0,,,,
Finnish-GB134,11,GB134,1,,,,
Finnish-GB135,11,GB135,1,,,,
Finnish-GB136,11,GB136,0,,,,
Finnish-GB137,11,GB137,0,,,,
Finnish-GB138,11,GB138,0,,,,
Finnish-GB139,11,GB139,1,,,,
Finnish-GB140,11,GB140,1,,,,
Finnish-GB146,11,GB146,0,,,,
Finnish-GB147,11,GB147,1,,,,
Finnish-GB148,11,GB148,0,,,,
Finnish-GB149,11,GB149,0,,,,
Finnish-GB150,11,GB150,0,,,,
Finnish-GB151,11,GB151,0,,,,
Finnish-GB152,11,GB152,0,,,,
Finnish-GB155,11,GB155,1,,,,
Finnish-GB156,11,GB156,0,,,,
Finnish-GB158,11,GB158,0,,,,
Finnish-GB159,11,GB159,1,,,,
Finnish-GB160,11,GB160,0,,,,
Finnish-GB165,11,GB165,0,,,,
Finnish-GB166,11,GB166,0,,,,
Finnish-GB167,11,GB167,0,,,,
Finnish-GB170,11,GB170,0,,,,
Finnish-GB171,11,GB171,0,,,,
Finnish-GB172,11,GB172,0,,,,
Finnish-GB177,11,GB177,0,,,,
Finnish-GB184,11,GB184,1,,,,
Finnish-GB185,11,GB185,1,,,,
Finnish-GB186,11,GB186,0,,,,
Finnish-GB187,11,GB187,1,,,,
Finnish-GB188,11,GB188,0,,,,
Finnish-GB192,11,GB192,0,,,,
Finnish-GB193,11,GB193,1,,,,
Finnish-GB196,11,GB196,0,,,,
Finnish-GB197,11,GB197,0,,,,
Finnish-GB198,11,GB198,0,,,,
Finnish-GB203,11,GB203,1,,,,
Finnish-GB204,11,GB204,1,,,,
Finnish-GB250,11,GB250,1,,,,
Finnish-GB252,11,GB252,1,,,,
Finnish-GB253,11,GB253,0,,,,
Finnish-GB254,11,GB254,0,,,,
Finnish-GB256,11,GB256,0,,,,
Finnish-GB257,11,GB257,0,,,,
Finnish-GB260,11,GB260,0,,,,
Finnish-GB262,11,GB262,0,,,,
Finnish-GB263,11,GB263,0,,,,
Finnish-GB264,11,GB264,1,,,,
Finnish-GB265,11,GB265,0,,,,
Finnish-GB266,11,GB266,0,,,,
Finnish-GB270,11,GB270,0,,,,
Finnish-GB273,11,GB273,1,,,,
Finnish-GB275,11,GB275,1,,,,
Finnish-GB276,11,GB276,0,,,,
Finnish-GB285,11,GB285,0,,,,
Finnish-GB286,11,GB286,0,,,,
Finnish-GB291,11,GB291,0,,,,
Finnish-GB296,11,GB296,0,,,,
Finnish-GB297,11,GB297,0,,,,
Finnish-GB298,11,GB298,1,,,,
Finnish-GB299,11,GB299,0,,,,
Finnish-GB300,11,GB300,0,,,,
Finnish-GB301,11,GB301,1,,,,
Finnish-GB302,11,GB302,0,,,,
Finnish-GB303,11,GB303,0,,,,
Finnish-GB304,11,GB304,0,,,,
Finnish-GB305,11,GB305,1,,,,
Finnish-GB306,11,GB306,1,,,,
Finnish-GB309,11,GB309,0,,,,
Finnish-GB312,11,GB312,1,,,,
Finnish-GB313,11,GB313,0,,,,
Finnish-GB314,11,GB314,0,,,,
Finnish-GB315,11,GB315,0,,,,
Finnish-GB316,11,GB316,0,,,,
Finnish-GB317,11,GB317,0,,,,
Finnish-GB318,11,GB318,0,,,,
Finnish-GB319,11,GB319,0,,,,
Finnish-GB320,11,GB320,0,,,,
Finnish-GB321,11,GB321,0,,,,
Finnish-GB322,11,GB322,0,,,,
Finnish-GB323,11,GB323,0,,,,
Finnish-GB324,11,GB324,0,,,,
Finnish-GB325,11,GB325,1,,,,
Finnish-GB326,11,GB326,0,,,,
Finnish-GB327,11,GB327,1,,,,
Finnish-GB328,11,GB328,1,,,,
Finnish-GB329,11,GB329,0,,,,
Finnish-GB330,11,GB330,0,,,,
Finnish-GB331,11,GB331,1,,,,
Finnish-GB333,11,GB333,1,,,,
Finnish-GB334,11,GB334,0,,,,
Finnish-GB335,11,GB335,0,,,,
Finnish-GB336,11,GB336,0,,,,
Finnish-GB400,11,GB400,0,,,,
Finnish-GB401,11,GB401,0,,,,
Finnish-GB402,11,GB402,0,,,,
Finnish-GB403,11,GB403,0,,,,
Finnish-GB408,11,GB408,1,,,,
Finnish-GB409,11,GB409,0,,,,
Finnish-GB410,11,GB410,0,,,,
Finnish-GB415,11,GB415,1,,,,
Finnish-GB421,11,GB421,1,,,,
Finnish-GB422,11,GB422,0,,,,
Finnish-GB430,11,GB430,0,,,,
Finnish-GB431,11,GB431,0,,,,
Finnish-GB432,11,GB432,1,,,,
Finnish-GB433,11,GB433,1,,,,
Finnish-GB519,11,GB519,0,,,,
Finnish-GB520,11,GB520,0,,,,
Finnish-GB521,11,GB521,0,,,,
Finnish-GB522,11,GB522,1,,,,
Forest_Enets-UT001,29,UT001,1,,,,
Forest_Enets-UT002,29,UT002,0,,,,
Forest_Enets-UT003,29,UT003,1,,,,
Forest_Enets-UT004,29,UT004,0,,,,
Forest_Enets-UT005,29,UT005,1,,,,
Forest_Enets-UT006,29,UT006,1,,,,
Forest_Enets-UT008,29,UT008,1,,,,
Forest_Enets-UT009,29,UT009,0,,,,
Forest_Enets-UT010,29,UT010,1,,,,
Forest_Enets-UT011,29,UT011,0,,,,
Forest_Enets-UT012,29,UT012,1,,,,
Forest_Enets-UT013,29,UT013,0,,,,
Forest_Enets-UT014,29,UT014,1,,,,
Forest_Enets-UT015,29,UT015,0,,,,
Forest_Enets-UT016,29,UT016,1,,,,
Forest_Enets-UT017,29,UT017,1,,,,
Forest_Enets-UT018,29,UT018,0,,,,
Forest_Enets-UT019,29,UT019,?,,,,
Forest_Enets-UT020,29,UT020,0,,,,
Forest_Enets-UT021,29,UT021,1,,,,
Forest_Enets-UT022,29,UT022,0,,,,
Forest_Enets-UT023,29,UT023,1,,,,
Forest_Enets-UT024,29,UT024,0,,,,
Forest_Enets-UT025,29,UT025,0,,,,
Forest_Enets-UT026,29,UT026,1,,,,
Forest_Enets-UT027,29,UT027,1,,,,
Forest_Enets-UT028,29,UT028,1,,,,
Forest_Enets-UT029,29,UT029,1,,,,
Forest_Enets-UT030,29,UT030,1,,,,
Forest_Enets-UT031,29,UT031,1,,,,
Forest_Enets-UT032,29,UT032,1,,,,
Forest_Enets-UT033,29,UT033,0,,,,
Forest_Enets-UT034,29,UT034,0,,,,
Forest_Enets-UT035,29,UT035,1,,,,
Forest_Enets-UT037,29,UT037,1,,,,
Forest_Enets-UT200,29,UT200,0,,,,
Forest_Enets-UT040,29,UT040,1,,,,
Forest_Enets-UT201,29,UT201,0,,,,
Forest_Enets-UT043,29,UT043,1,,,,
Forest_Enets-UT044,29,UT044,1,,,,
Forest_Enets-UT045,29,UT045,0,,,,
Forest_Enets-UT202,29,UT202,1,,,,
Forest_Enets-UT047,29,UT047,0,,,,
Forest_Enets-UT048,29,UT048,1,,,,
Forest_Enets-UT049,29,UT049,1,,,,
Forest_Enets-UT050,29,UT050,1,,,,
Forest_Enets-UT051,29,UT051,1,,,,
Forest_Enets-UT052,29,UT052,0,,,,
Forest_Enets-UT053,29,UT053,1,,,,
Forest_Enets-UT054,29,UT054,?,,,,
Forest_Enets-UT055,29,UT055,1,,,,
Forest_Enets-UT056,29,UT056,1,,,,
Forest_Enets-UT057,29,UT057,1,,,,
Forest_Enets-UT058,29,UT058,1,,,,
Forest_Enets-UT059,29,UT059,1,,,,
Forest_Enets-UT060,29,UT060,1,,,,
Forest_Enets-UT062,29,UT062,0,,,,
Forest_Enets-UT063,29,UT063,0,,,,
Forest_Enets-UT064,29,UT064,0,,,,
Forest_Enets-UT065,29,UT065,0,,,,
Forest_Enets-UT066,29,UT066,1,,,,
Forest_Enets-UT067,29,UT067,0,,,,
Forest_Enets-UT070,29,UT070,0,,,,
Forest_Enets-UT071,29,UT071,1,,,,
Forest_Enets-UT072,29,UT072,1,,,,
Forest_Enets-UT073,29,UT073,1,,,,
Forest_Enets-UT074,29,UT074,0,,,,
Forest_Enets-UT075,29,UT075,1,,,,
Forest_Enets-UT076,29,UT076,1,,,,
Forest_Enets-UT077,29,UT077,0,,,,
Forest_Enets-UT078,29,UT078,1,,,,
Forest_Enets-UT079,29,UT079,0,,,,
Forest_Enets-UT080,29,UT080,1,,,,
Forest_Enets-UT082,29,UT082,0,,,,
Forest_Enets-UT083,29,UT083,0,,,,
Forest_Enets-UT084,29,UT084,1,,,,
Forest_Enets-UT085,29,UT085,1,,,,
Forest_Enets-UT086,29,UT086,1,,,,
Forest_Enets-UT087,29,UT087,1,,,,
Forest_Enets-UT088,29,UT088,1,,,,
Forest_Enets-UT089,29,UT089,0,,,,
Forest_Enets-UT090,29,UT090,0,,,,
Forest_Enets-UT091,29,UT091,0,,,,
Forest_Enets-UT092,29,UT092,0,,,,
Forest_Enets-UT093,29,UT093,0,,,,
Forest_Enets-UT203,29,UT203,0,,,,
Forest_Enets-UT095,29,UT095,1,,,,
Forest_Enets-UT096,29,UT096,0,,,,
Forest_Enets-UT097,29,UT097,0,,,,
Forest_Enets-UT098,29,UT098,1,,,,
Forest_Enets-UT099,29,UT099,0,,,,
Forest_Enets-UT100,29,UT100,0,,,,
Forest_Enets-UT101,29,UT101,1,,,,
Forest_Enets-UT102,29,UT102,1,,,,
Forest_Enets-UT204,29,UT204,1,,,,
Forest_Enets-UT104,29,UT104,1,,,,
Forest_Enets-UT105,29,UT105,1,,,,
Forest_Enets-UT106,29,UT106,1,,,,
Forest_Enets-UT107,29,UT107,0,,,,
Forest_Enets-UT108,29,UT108,0,,,,
Forest_Enets-UT109,29,UT109,1,,,,
Forest_Enets-UT110,29,UT110,0,,,,
Forest_Enets-UT205,29,UT205,1,,,,
Forest_Enets-UT112,29,UT112,0,,,,
Forest_Enets-UT113,29,UT113,1,,,,
Forest_Enets-UT114,29,UT114,?,,,,
Forest_Enets-UT115,29,UT115,?,,,,
Forest_Enets-UT116,29,UT116,0,,,,
Forest_Enets-UT117,29,UT117,1,,,,
Forest_Enets-UT118,29,UT118,0,,,,
Forest_Enets-UT119,29,UT119,0,,,,
Forest_Enets-UT120,29,UT120,0,,,,
Forest_Enets-UT121,29,UT121,0,,,,
Forest_Enets-UT122,29,UT122,1,,,,
Forest_Enets-UT123,29,UT123,0,,,,
Forest_Enets-UT124,29,UT124,1,,,,
Forest_Enets-UT125,29,UT125,1,,,,
Forest_Enets-UT126,29,UT126,0,,,,
Forest_Enets-UT127,29,UT127,0,,,,
Forest_Enets-UT128,29,UT128,0,,,,
Forest_Enets-UT129,29,UT129,1,,,,
Forest_Enets-UT130,29,UT130,0,,,,
Forest_Enets-UT131,29,UT131,1,,,,
Forest_Enets-UT132,29,UT132,0,,,,
Forest_Enets-UT133,29,UT133,0,,,,
Forest_Enets-UT134,29,UT134,0,,,,
Forest_Enets-UT135,29,UT135,0,,,,
Forest_Enets-UT136,29,UT136,0,,,,
Forest_Enets-UT137,29,UT137,0,,,,
Forest_Enets-UT138,29,UT138,0,,,,
Forest_Enets-UT139,29,UT139,0,,,,
Forest_Enets-UT140,29,UT140,1,,,,
Forest_Enets-UT141,29,UT141,0,,,,
Forest_Enets-UT142,29,UT142,0,,,,
Forest_Enets-UT143,29,UT143,0,,,,
Forest_Enets-UT144,29,UT144,0,,,,
Forest_Enets-UT145,29,UT145,0,,,,
Forest_Enets-UT146,29,UT146,1,,,,
Forest_Enets-UT147,29,UT147,1,,,,
Forest_Enets-UT148,29,UT148,0,,,,
Forest_Enets-UT149,29,UT149,0,,,,
Forest_Enets-UT150,29,UT150,0,,,,
Forest_Enets-UT151,29,UT151,1,,,,
Forest_Enets-UT152,29,UT152,0,,,,
Forest_Enets-UT153,29,UT153,1,,,,
Forest_Enets-UT154,29,UT154,1,,,,
Forest_Enets-UT155,29,UT155,1,,,,
Forest_Enets-UT156,29,UT156,1,,,,
Forest_Enets-UT157,29,UT157,0,,,,
Forest_Enets-UT158,29,UT158,0,,,,
Forest_Enets-UT159,29,UT159,0,,,,
Forest_Enets-UT160,29,UT160,0,,,,
Forest_Enets-UT161,29,UT161,1,,,,
Forest_Enets-UT162,29,UT162,0,,,,
Forest_Enets-UT163,29,UT163,0,,,,
Forest_Enets-UT164,29,UT164,0,,,,
Forest_Enets-UT165,29,UT165,0,,,,
Forest_Enets-UT166,29,UT166,0,,,,
Forest_Enets-GB020,29,GB020,0,,,,
Forest_Enets-GB021,29,GB021,0,,,,
Forest_Enets-GB022,29,GB022,0,,,,
Forest_Enets-GB023,29,GB023,0,,,,
Forest_Enets-GB024,29,GB024,1,,,,
Forest_Enets-GB025,29,GB025,1,,,,
Forest_Enets-GB026,29,GB026,0,,,,
Forest_Enets-GB027,29,GB027,1,,,,
Forest_Enets-GB028,29,GB028,0,,,,
Forest_Enets-GB030,29,GB030,0,,,,
Forest_Enets-GB031,29,GB031,1,,,,
Forest_Enets-GB035,29,GB035,0,,,,
Forest_Enets-GB036,29,GB036,0,,,,
Forest_Enets-GB037,29,GB037,0,,,,
Forest_Enets-GB038,29,GB038,0,,,,
Forest_Enets-GB039,29,GB039,0,,,,
Forest_Enets-GB041,29,GB041,0,,,,
Forest_Enets-GB042,29,GB042,0,,,,
Forest_Enets-GB043,29,GB043,1,,,,
Forest_Enets-GB044,29,GB044,1,,,,
Forest_Enets-GB046,29,GB046,0,,,,
Forest_Enets-GB047,29,GB047,1,,,,
Forest_Enets-GB048,29,GB048,1,,,,
Forest_Enets-GB049,29,GB049,0,,,,
Forest_Enets-GB051,29,GB051,0,,,,
Forest_Enets-GB052,29,GB052,0,,,,
Forest_Enets-GB053,29,GB053,0,,,,
Forest_Enets-GB054,29,GB054,0,,,,
Forest_Enets-GB057,29,GB057,0,,,,
Forest_Enets-GB058,29,GB058,0,,,,
Forest_Enets-GB059,29,GB059,0,,,,
Forest_Enets-GB065,29,GB065,1,,,,
Forest_Enets-GB068,29,GB068,1,,,,
Forest_Enets-GB069,29,GB069,0,,,,
Forest_Enets-GB070,29,GB070,1,,,,
Forest_Enets-GB071,29,GB071,1,,,,
Forest_Enets-GB072,29,GB072,1,,,,
Forest_Enets-GB073,29,GB073,1,,,,
Forest_Enets-GB074,29,GB074,0,,,,
Forest_Enets-GB075,29,GB075,1,,,,
Forest_Enets-GB079,29,GB079,0,,,,
Forest_Enets-GB080,29,GB080,1,,,,
Forest_Enets-GB081,29,GB081,0,,,,
Forest_Enets-GB082,29,GB082,0,,,,
Forest_Enets-GB083,29,GB083,1,,,,
Forest_Enets-GB084,29,GB084,1,,,,
Forest_Enets-GB086,29,GB086,0,,,,
Forest_Enets-GB089,29,GB089,1,,,,
Forest_Enets-GB090,29,GB090,0,,,,
Forest_Enets-GB091,29,GB091,1,,,,
Forest_Enets-GB092,29,GB092,0,,,,
Forest_Enets-GB093,29,GB093,1,,,,
Forest_Enets-GB094,29,GB094,0,,,,
Forest_Enets-GB095,29,GB095,0,,,,
Forest_Enets-GB096,29,GB096,0,,,,
Forest_Enets-GB098,29,GB098,0,,,,
Forest_Enets-GB099,29,GB099,0,,,,
Forest_Enets-GB103,29,GB103,0,,,,
Forest_Enets-GB104,29,GB104,0,,,,
Forest_Enets-GB105,29,GB105,0,,,,
Forest_Enets-GB107,29,GB107,0,,,,
Forest_Enets-GB108,29,GB108,0,,,,
Forest_Enets-GB109,29,GB109,0,,,,
Forest_Enets-GB110,29,GB110,0,,,,
Forest_Enets-GB111,29,GB111,1,,,,
Forest_Enets-GB113,29,GB113,1,,,,
Forest_Enets-GB114,29,GB114,0,,,,
Forest_Enets-GB115,29,GB115,0,,,,
Forest_Enets-GB116,29,GB116,0,,,,
Forest_Enets-GB117,29,GB117,1,,,,
Forest_Enets-GB118,29,GB118,0,,,,
Forest_Enets-GB119,29,GB119,0,,,,
Forest_Enets-GB120,29,GB120,0,,,,
Forest_Enets-GB121,29,GB121,0,,,,
Forest_Enets-GB122,29,GB122,0,,,,
Forest_Enets-GB123,29,GB123,0,,,,
Forest_Enets-GB124,29,GB124,0,,,,
Forest_Enets-GB126,29,GB126,1,,,,
Forest_Enets-GB127,29,GB127,0,,,,
Forest_Enets-GB129,29,GB129,0,,,,
Forest_Enets-GB130,29,GB130,1,,,,
Forest_Enets-GB131,29,GB131,0,,,,
Forest_Enets-GB132,29,GB132,0,,,,
Forest_Enets-GB133,29,GB133,1,,,,
Forest_Enets-GB134,29,GB134,1,,,,
Forest_Enets-GB135,29,GB135,0,,,,
Forest_Enets-GB136,29,GB136,0,,,,
Forest_Enets-GB137,29,GB137,0,,,,
Forest_Enets-GB138,29,GB138,0,,,,
Forest_Enets-GB139,29,GB139,1,,,,
Forest_Enets-GB140,29,GB140,0,,,,
Forest_Enets-GB146,29,GB146,0,,,,
Forest_Enets-GB147,29,GB147,1,,,,
Forest_Enets-GB148,29,GB148,0,,,,
Forest_Enets-GB149,29,GB149,0,,,,
Forest_Enets-GB150,29,GB150,0,,,,
Forest_Enets-GB151,29,GB151,0,,,,
Forest_Enets-GB152,29,GB152,1,,,,
Forest_Enets-GB155,29,GB155,1,,,,
Forest_Enets-GB156,29,GB156,0,,,,
Forest_Enets-GB158,29,GB158,0,,,,
Forest_Enets-GB159,29,GB159,0,,,,
Forest_Enets-GB160,29,GB160,0,,,,
Forest_Enets-GB165,29,GB165,0,,,,
Forest_Enets-GB166,29,GB166,0,,,,
Forest_Enets-GB167,29,GB167,0,,,,
Forest_Enets-GB170,29,GB170,0,,,,
Forest_Enets-GB171,29,GB171,0,,,,
Forest_Enets-GB172,29,GB172,0,,,,
Forest_Enets-GB177,29,GB177,0,,,,
Forest_Enets-GB184,29,GB184,0,,,,
Forest_Enets-GB185,29,GB185,0,,,,
Forest_Enets-GB186,29,GB186,0,,,,
Forest_Enets-GB187,29,GB187,1,,,,
Forest_Enets-GB188,29,GB188,1,,,,
Forest_Enets-GB192,29,GB192,0,,,,
Forest_Enets-GB193,29,GB193,1,,,,
Forest_Enets-GB196,29,GB196,0,,,,
Forest_Enets-GB197,29,GB197,0,,,,
Forest_Enets-GB198,29,GB198,0,,,,
Forest_Enets-GB203,29,GB203,3,,,,
Forest_Enets-GB204,29,GB204,1,,,,
Forest_Enets-GB250,29,GB250,0,,,,
Forest_Enets-GB252,29,GB252,0,,,,
Forest_Enets-GB253,29,GB253,0,,,,
Forest_Enets-GB254,29,GB254,1,,,,
Forest_Enets-GB256,29,GB256,0,,,,
Forest_Enets-GB257,29,GB257,1,,,,
Forest_Enets-GB260,29,GB260,0,,,,
Forest_Enets-GB262,29,GB262,0,,,,
Forest_Enets-GB263,29,GB263,0,,,,
Forest_Enets-GB264,29,GB264,0,,,,
Forest_Enets-GB265,29,GB265,0,,,,
Forest_Enets-GB266,29,GB266,1,,,,
Forest_Enets-GB270,29,GB270,0,,,,
Forest_Enets-GB273,29,GB273,0,,,,
Forest_Enets-GB275,29,GB275,0,,,,
Forest_Enets-GB276,29,GB276,0,,,,
Forest_Enets-GB285,29,GB285,0,,,,
Forest_Enets-GB286,29,GB286,1,,,,
Forest_Enets-GB291,29,GB291,0,,,,
Forest_Enets-GB296,29,GB296,0,,,,
Forest_Enets-GB297,29,GB297,0,,,,
Forest_Enets-GB298,29,GB298,1,,,,
Forest_Enets-GB299,29,GB299,0,,,,
Forest_Enets-GB300,29,GB300,0,,,,
Forest_Enets-GB301,29,GB301,1,,,,
Forest_Enets-GB302,29,GB302,0,,,,
Forest_Enets-GB303,29,GB303,0,,,,
Forest_Enets-GB304,29,GB304,1,,,,
Forest_Enets-GB305,29,GB305,1,,,,
Forest_Enets-GB306,29,GB306,1,,,,
Forest_Enets-GB309,29,GB309,0,,,,
Forest_Enets-GB312,29,GB312,1,,,,
Forest_Enets-GB313,29,GB313,0,,,,
Forest_Enets-GB314,29,GB314,0,,,,
Forest_Enets-GB315,29,GB315,0,,,,
Forest_Enets-GB316,29,GB316,0,,,,
Forest_Enets-GB317,29,GB317,0,,,,
Forest_Enets-GB318,29,GB318,0,,,,
Forest_Enets-GB319,29,GB319,0,,,,
Forest_Enets-GB320,29,GB320,0,,,,
Forest_Enets-GB321,29,GB321,0,,,,
Forest_Enets-GB322,29,GB322,0,,,,
Forest_Enets-GB323,29,GB323,1,,,,
Forest_Enets-GB324,29,GB324,1,,,,
Forest_Enets-GB325,29,GB325,0,,,,
Forest_Enets-GB326,29,GB326,1,,,,
Forest_Enets-GB327,29,GB327,0,,,,
Forest_Enets-GB328,29,GB328,1,,,,
Forest_Enets-GB329,29,GB329,?,,,,
Forest_Enets-GB330,29,GB330,?,,,,
Forest_Enets-GB331,29,GB331,0,,,,
Forest_Enets-GB333,29,GB333,1,,,,
Forest_Enets-GB334,29,GB334,0,,,,
Forest_Enets-GB335,29,GB335,0,,,,
Forest_Enets-GB336,29,GB336,0,,,,
Forest_Enets-GB400,29,GB400,0,,,,
Forest_Enets-GB401,29,GB401,1,,,,
Forest_Enets-GB402,29,GB402,0,,,,
Forest_Enets-GB403,29,GB403,0,,,,
Forest_Enets-GB408,29,GB408,1,,,,
Forest_Enets-GB409,29,GB409,0,,,,
Forest_Enets-GB410,29,GB410,1,,,,
Forest_Enets-GB415,29,GB415,0,,,,
Forest_Enets-GB421,29,GB421,0,,,,
Forest_Enets-GB422,29,GB422,0,,,,
Forest_Enets-GB430,29,GB430,0,,,,
Forest_Enets-GB431,29,GB431,0,,,,
Forest_Enets-GB432,29,GB432,1,,,,
Forest_Enets-GB433,29,GB433,1,,,,
Forest_Enets-GB519,29,GB519,1,,,,
Forest_Enets-GB520,29,GB520,0,,,,
Forest_Enets-GB521,29,GB521,0,,,,
Forest_Enets-GB522,29,GB522,1,,,,
Hill_Mari-UT001,19,UT001,0,,,,
Hill_Mari-UT002,19,UT002,0,,,,
Hill_Mari-UT003,19,UT003,0,,,,
Hill_Mari-UT004,19,UT004,0,,,,
Hill_Mari-UT005,19,UT005,0,,,,
Hill_Mari-UT006,19,UT006,0,,,,
Hill_Mari-UT008,19,UT008,0,,,,
Hill_Mari-UT009,19,UT009,1,,,,
Hill_Mari-UT010,19,UT010,0,,,,
Hill_Mari-UT011,19,UT011,0,,,,
Hill_Mari-UT012,19,UT012,0,,,,
Hill_Mari-UT013,19,UT013,0,,,,
Hill_Mari-UT014,19,UT014,1,,,,
Hill_Mari-UT015,19,UT015,0,,,,
Hill_Mari-UT016,19,UT016,1,,,,
Hill_Mari-UT017,19,UT017,1,,,,
Hill_Mari-UT018,19,UT018,1,,,,
Hill_Mari-UT019,19,UT019,1,,,,
Hill_Mari-UT020,19,UT020,0,,,,
Hill_Mari-UT021,19,UT021,1,,,,
Hill_Mari-UT022,19,UT022,0,,,,
Hill_Mari-UT023,19,UT023,1,,,,
Hill_Mari-UT024,19,UT024,0,,,,
Hill_Mari-UT025,19,UT025,1,,,,
Hill_Mari-UT026,19,UT026,0,,,,
Hill_Mari-UT027,19,UT027,0,,,,
Hill_Mari-UT028,19,UT028,1,,,,
Hill_Mari-UT029,19,UT029,1,,,,
Hill_Mari-UT030,19,UT030,0,,,,
Hill_Mari-UT031,19,UT031,1,,,,
Hill_Mari-UT032,19,UT032,0,,,,
Hill_Mari-UT033,19,UT033,0,,,,
Hill_Mari-UT034,19,UT034,0,,,,
Hill_Mari-UT035,19,UT035,0,,,,
Hill_Mari-UT037,19,UT037,0,,,,
Hill_Mari-UT200,19,UT200,1,,,,
Hill_Mari-UT040,19,UT040,1,,,,
Hill_Mari-UT201,19,UT201,1,,,,
Hill_Mari-UT043,19,UT043,1,,,,
Hill_Mari-UT044,19,UT044,1,,,,
Hill_Mari-UT045,19,UT045,0,,,,
Hill_Mari-UT202,19,UT202,1,,,,
Hill_Mari-UT047,19,UT047,1,,,,
Hill_Mari-UT048,19,UT048,1,,,,
Hill_Mari-UT049,19,UT049,1,,,,
Hill_Mari-UT050,19,UT050,1,,,,
Hill_Mari-UT051,19,UT051,0,,,,
Hill_Mari-UT052,19,UT052,1,,,,
Hill_Mari-UT053,19,UT053,1,,,,
Hill_Mari-UT054,19,UT054,0,,,,
Hill_Mari-UT055,19,UT055,1,,,,
Hill_Mari-UT056,19,UT056,1,,,,
Hill_Mari-UT057,19,UT057,0,,,,
Hill_Mari-UT058,19,UT058,1,,,,
Hill_Mari-UT059,19,UT059,1,,,,
Hill_Mari-UT060,19,UT060,1,,,,
Hill_Mari-UT062,19,UT062,0,,,,
Hill_Mari-UT063,19,UT063,1,,,,
Hill_Mari-UT064,19,UT064,1,,,,
Hill_Mari-UT065,19,UT065,0,,,,
Hill_Mari-UT066,19,UT066,1,,,,
Hill_Mari-UT067,19,UT067,0,,,,
Hill_Mari-UT070,19,UT070,0,,,,
Hill_Mari-UT071,19,UT071,1,,,,
Hill_Mari-UT072,19,UT072,1,,,,
Hill_Mari-UT073,19,UT073,0,,,,
Hill_Mari-UT074,19,UT074,0,,,,
Hill_Mari-UT075,19,UT075,1,,,,
Hill_Mari-UT076,19,UT076,1,,,,
