ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Example_ID
Akkala_Saami-UT001,38,UT001,0,,,,
Akkala_Saami-UT002,38,UT002,0,,,,
Akkala_Saami-UT003,38,UT003,0,,,,
Akkala_Saami-UT004,38,UT004,0,,,,
Akkala_Saami-UT005,38,UT005,1,,,,
Akkala_Saami-UT006,38,UT006,0,,,,
Akkala_Saami-UT008,38,UT008,1,,,,
Akkala_Saami-UT009,38,UT009,0,,,,
Akkala_Saami-UT010,38,UT010,0,,,,
Akkala_Saami-UT011,38,UT011,0,,,,
Akkala_Saami-UT012,38,UT012,0,,,,
Akkala_Saami-UT013,38,UT013,0,,,,
Akkala_Saami-UT014,38,UT014,1,,,,
Akkala_Saami-UT015,38,UT015,0,,,,
Akkala_Saami-UT016,38,UT016,1,,,,
Akkala_Saami-UT017,38,UT017,1,,,,
Akkala_Saami-UT018,38,UT018,1,,,,
Akkala_Saami-UT019,38,UT019,1,,,,
Akkala_Saami-UT020,38,UT020,0,,,,
Akkala_Saami-UT021,38,UT021,1,,,,
Akkala_Saami-UT022,38,UT022,0,,,,
Akkala_Saami-UT023,38,UT023,0,,,,
Akkala_Saami-UT024,38,UT024,0,,,,
Akkala_Saami-UT025,38,UT025,0,,,,
Akkala_Saami-UT026,38,UT026,1,,,,
Akkala_Saami-UT027,38,UT027,1,,,,
Akkala_Saami-UT028,38,UT028,0,,,,
Akkala_Saami-UT029,38,UT029,0,,,,
Akkala_Saami-UT030,38,UT030,0,,,,
Akkala_Saami-UT031,38,UT031,0,,,,
Akkala_Saami-UT032,38,UT032,0,,,,
Akkala_Saami-UT033,38,UT033,0,,,,
Akkala_Saami-UT034,38,UT034,0,,,,
Akkala_Saami-UT035,38,UT035,0,,,,
Akkala_Saami-UT037,38,UT037,0,,,,
Akkala_Saami-UT200,38,UT200,1,,,,
Akkala_Saami-UT040,38,UT040,1,,,,
Akkala_Saami-UT201,38,UT201,?,,,,
Akkala_Saami-UT043,38,UT043,1,,,,
Akkala_Saami-UT044,38,UT044,0,,,,
Akkala_Saami-UT045,38,UT045,0,,,,
Akkala_Saami-UT202,38,UT202,1,,,,
Akkala_Saami-UT047,38,UT047,1,,,,
Akkala_Saami-UT048,38,UT048,1,,,,
Akkala_Saami-UT049,38,UT049,0,,,,
Akkala_Saami-UT050,38,UT050,1,,,,
Akkala_Saami-UT051,38,UT051,0,,,,
Akkala_Saami-UT052,38,UT052,0,,,,
Akkala_Saami-UT053,38,UT053,1,,,,
Akkala_Saami-UT054,38,UT054,1,,,,
Akkala_Saami-UT055,38,UT055,1,,,,
Akkala_Saami-UT056,38,UT056,1,,,,
Akkala_Saami-UT057,38,UT057,0,,,,
Akkala_Saami-UT058,38,UT058,1,,,,
Akkala_Saami-UT059,38,UT059,0,,,,
Akkala_Saami-UT060,38,UT060,0,,,,
Akkala_Saami-UT062,38,UT062,0,,,,
Akkala_Saami-UT063,38,UT063,1,,,,
Akkala_Saami-UT064,38,UT064,1,,,,
Akkala_Saami-UT065,38,UT065,0,,,,
Akkala_Saami-UT066,38,UT066,0,,,,
Akkala_Saami-UT067,38,UT067,0,,,,
Akkala_Saami-UT070,38,UT070,0,,,,
Akkala_Saami-UT071,38,UT071,1,,,,
Akkala_Saami-UT072,38,UT072,1,,,,
Akkala_Saami-UT073,38,UT073,1,,,,
Akkala_Saami-UT074,38,UT074,1,,,,
Akkala_Saami-UT075,38,UT075,0,,,,
Akkala_Saami-UT076,38,UT076,0,,,,
Akkala_Saami-UT077,38,UT077,0,,,,
Akkala_Saami-UT078,38,UT078,0,,,,
Akkala_Saami-UT079,38,UT079,1,,,,
Akkala_Saami-UT080,38,UT080,1,,,,
Akkala_Saami-UT082,38,UT082,0,,,,
Akkala_Saami-UT083,38,UT083,0,,,,
Akkala_Saami-UT084,38,UT084,1,,,,
Akkala_Saami-UT085,38,UT085,0,,,,
Akkala_Saami-UT086,38,UT086,1,,,,
Akkala_Saami-UT087,38,UT087,0,,,,
Akkala_Saami-UT088,38,UT088,0,,,,
Akkala_Saami-UT089,38,UT089,0,,,,
Akkala_Saami-UT090,38,UT090,1,,,,
Akkala_Saami-UT091,38,UT091,0,,,,
Akkala_Saami-UT092,38,UT092,0,,,,
Akkala_Saami-UT093,38,UT093,1,,,,
Akkala_Saami-UT203,38,UT203,0,,,,
Akkala_Saami-UT095,38,UT095,1,,,,
Akkala_Saami-UT096,38,UT096,0,,,,
Akkala_Saami-UT097,38,UT097,0,,,,
Akkala_Saami-UT098,38,UT098,0,,,,
Akkala_Saami-UT099,38,UT099,0,,,,
Akkala_Saami-UT100,38,UT100,0,,,,
Akkala_Saami-UT101,38,UT101,1,,,,
Akkala_Saami-UT102,38,UT102,0,,,,
Akkala_Saami-UT204,38,UT204,0,,,,
Akkala_Saami-UT104,38,UT104,0,,,,
Akkala_Saami-UT105,38,UT105,0,,,,
Akkala_Saami-UT106,38,UT106,1,,,,
Akkala_Saami-UT107,38,UT107,0,,,,
Akkala_Saami-UT108,38,UT108,0,,,,
Akkala_Saami-UT109,38,UT109,1,,,,
Akkala_Saami-UT110,38,UT110,1,,,,
Akkala_Saami-UT205,38,UT205,1,,,,
Akkala_Saami-UT112,38,UT112,1,,,,
Akkala_Saami-UT113,38,UT113,?,,,,
Akkala_Saami-UT114,38,UT114,0,,,,
Akkala_Saami-UT115,38,UT115,0,,,,
Akkala_Saami-UT116,38,UT116,1,,,,
Akkala_Saami-UT117,38,UT117,1,,,,
Akkala_Saami-UT118,38,UT118,1,,,,
Akkala_Saami-UT119,38,UT119,1,,,,
Akkala_Saami-UT120,38,UT120,1,,,,
Akkala_Saami-UT121,38,UT121,1,,,,
Akkala_Saami-UT122,38,UT122,1,,,,
Akkala_Saami-UT123,38,UT123,0,,,,
Akkala_Saami-UT124,38,UT124,?,,,,
Akkala_Saami-UT125,38,UT125,1,,,,
Akkala_Saami-UT126,38,UT126,0,,,,
Akkala_Saami-UT127,38,UT127,0,,,,
Akkala_Saami-UT128,38,UT128,0,,,,
Akkala_Saami-UT129,38,UT129,0,,,,
Akkala_Saami-UT130,38,UT130,0,,,,
Akkala_Saami-UT131,38,UT131,0,,,,
Akkala_Saami-UT132,38,UT132,1,,,,
Akkala_Saami-UT133,38,UT133,0,,,,
Akkala_Saami-UT134,38,UT134,0,,,,
Akkala_Saami-UT135,38,UT135,0,,,,
Akkala_Saami-UT136,38,UT136,0,,,,
Akkala_Saami-UT137,38,UT137,0,,,,
Akkala_Saami-UT138,38,UT138,0,,,,
Akkala_Saami-UT139,38,UT139,1,,,,
Akkala_Saami-UT140,38,UT140,1,,,,
Akkala_Saami-UT141,38,UT141,1,,,,
Akkala_Saami-UT142,38,UT142,1,,,,
Akkala_Saami-UT143,38,UT143,1,,,,
Akkala_Saami-UT144,38,UT144,1,,,,
Akkala_Saami-UT145,38,UT145,0,,,,
Akkala_Saami-UT146,38,UT146,1,,,,
Akkala_Saami-UT147,38,UT147,1,,,,
Akkala_Saami-UT148,38,UT148,1,,,,
Akkala_Saami-UT149,38,UT149,1,,,,
Akkala_Saami-UT150,38,UT150,0,,,,
Akkala_Saami-UT151,38,UT151,1,,,,
Akkala_Saami-UT152,38,UT152,1,,,,
Akkala_Saami-UT153,38,UT153,1,,,,
Akkala_Saami-UT154,38,UT154,1,,,,
Akkala_Saami-UT155,38,UT155,1,,,,
Akkala_Saami-UT156,38,UT156,0,,,,
Akkala_Saami-UT157,38,UT157,0,,,,
Akkala_Saami-UT158,38,UT158,0,,,,
Akkala_Saami-UT159,38,UT159,1,,,,
Akkala_Saami-UT160,38,UT160,1,,,,
Akkala_Saami-UT161,38,UT161,1,,,,
Akkala_Saami-UT162,38,UT162,0,,,,
Akkala_Saami-UT163,38,UT163,1,,,,
Akkala_Saami-UT164,38,UT164,1,,,,
Akkala_Saami-UT165,38,UT165,1,,,,
Akkala_Saami-UT166,38,UT166,1,,,,
Akkala_Saami-GB020,38,GB020,0,,,,
Akkala_Saami-GB021,38,GB021,0,,,,
Akkala_Saami-GB022,38,GB022,0,,,,
Akkala_Saami-GB023,38,GB023,0,,,,
Akkala_Saami-GB024,38,GB024,1,,,,
Akkala_Saami-GB025,38,GB025,1,,,,
Akkala_Saami-GB026,38,GB026,0,,,,
Akkala_Saami-GB027,38,GB027,1,,,,
Akkala_Saami-GB028,38,GB028,0,,,,
Akkala_Saami-GB030,38,GB030,0,,,,
Akkala_Saami-GB031,38,GB031,0,,,,
Akkala_Saami-GB035,38,GB035,1,,,,
Akkala_Saami-GB036,38,GB036,0,,,,
Akkala_Saami-GB037,38,GB037,0,,,,
Akkala_Saami-GB038,38,GB038,0,,,,
Akkala_Saami-GB039,38,GB039,0,,,,
Akkala_Saami-GB041,38,GB041,0,,,,
Akkala_Saami-GB042,38,GB042,0,,,,
Akkala_Saami-GB043,38,GB043,0,,,,
Akkala_Saami-GB044,38,GB044,0,,,,
Akkala_Saami-GB046,38,GB046,0,,,,
Akkala_Saami-GB047,38,GB047,1,,,,
Akkala_Saami-GB048,38,GB048,1,,,,
Akkala_Saami-GB049,38,GB049,0,,,,
Akkala_Saami-GB051,38,GB051,0,,,,
Akkala_Saami-GB052,38,GB052,0,,,,
Akkala_Saami-GB053,38,GB053,0,,,,
Akkala_Saami-GB054,38,GB054,0,,,,
Akkala_Saami-GB057,38,GB057,0,,,,
Akkala_Saami-GB058,38,GB058,0,,,,
Akkala_Saami-GB059,38,GB059,0,,,,
Akkala_Saami-GB065,38,GB065,1,,,,
Akkala_Saami-GB068,38,GB068,0,,,,
Akkala_Saami-GB069,38,GB069,0,,,,
Akkala_Saami-GB070,38,GB070,1,,,,
Akkala_Saami-GB071,38,GB071,1,,,,
Akkala_Saami-GB072,38,GB072,1,,,,
Akkala_Saami-GB073,38,GB073,1,,,,
Akkala_Saami-GB074,38,GB074,1,,,,
Akkala_Saami-GB075,38,GB075,1,,,,
Akkala_Saami-GB079,38,GB079,0,,,,
Akkala_Saami-GB080,38,GB080,1,,,,
Akkala_Saami-GB081,38,GB081,0,,,,
Akkala_Saami-GB082,38,GB082,1,,,,
Akkala_Saami-GB083,38,GB083,1,,,,
Akkala_Saami-GB084,38,GB084,0,,,,
Akkala_Saami-GB086,38,GB086,0,,,,
Akkala_Saami-GB089,38,GB089,1,,,,
Akkala_Saami-GB090,38,GB090,0,,,,
Akkala_Saami-GB091,38,GB091,1,,,,
Akkala_Saami-GB092,38,GB092,0,,,,
Akkala_Saami-GB093,38,GB093,0,,,,
Akkala_Saami-GB094,38,GB094,0,,,,
Akkala_Saami-GB095,38,GB095,0,,,,
Akkala_Saami-GB096,38,GB096,0,,,,
Akkala_Saami-GB098,38,GB098,0,,,,
Akkala_Saami-GB099,38,GB099,0,,,,
Akkala_Saami-GB103,38,GB103,0,,,,
Akkala_Saami-GB104,38,GB104,0,,,,
Akkala_Saami-GB105,38,GB105,0,,,,
Akkala_Saami-GB107,38,GB107,0,,,,
Akkala_Saami-GB108,38,GB108,0,,,,
Akkala_Saami-GB109,38,GB109,0,,,,
Akkala_Saami-GB110,38,GB110,0,,,,
Akkala_Saami-GB111,38,GB111,1,,,,
Akkala_Saami-GB113,38,GB113,1,,,,
Akkala_Saami-GB114,38,GB114,1,,,,
Akkala_Saami-GB115,38,GB115,1,,,,
Akkala_Saami-GB116,38,GB116,0,,,,
Akkala_Saami-GB117,38,GB117,1,,,,
Akkala_Saami-GB118,38,GB118,0,,,,
Akkala_Saami-GB119,38,GB119,0,,,,
Akkala_Saami-GB120,38,GB120,1,,,,
Akkala_Saami-GB121,38,GB121,1,,,,
Akkala_Saami-GB122,38,GB122,0,,,,
Akkala_Saami-GB123,38,GB123,0,,,,
Akkala_Saami-GB124,38,GB124,0,,,,
Akkala_Saami-GB126,38,GB126,0,,,,
Akkala_Saami-GB127,38,GB127,0,,,,
Akkala_Saami-GB129,38,GB129,0,,,,
Akkala_Saami-GB130,38,GB130,1,,,,
Akkala_Saami-GB131,38,GB131,0,,,,
Akkala_Saami-GB132,38,GB132,1,,,,
Akkala_Saami-GB133,38,GB133,1,,,,
Akkala_Saami-GB134,38,GB134,1,,,,
Akkala_Saami-GB135,38,GB135,1,,,,
Akkala_Saami-GB136,38,GB136,0,,,,
Akkala_Saami-GB137,38,GB137,0,,,,
Akkala_Saami-GB138,38,GB138,0,,,,
Akkala_Saami-GB139,38,GB139,1,,,,
Akkala_Saami-GB140,38,GB140,1,,,,
Akkala_Saami-GB146,38,GB146,0,,,,
Akkala_Saami-GB147,38,GB147,1,,,,
Akkala_Saami-GB148,38,GB148,0,,,,
Akkala_Saami-GB149,38,GB149,0,,,,
Akkala_Saami-GB150,38,GB150,0,,,,
Akkala_Saami-GB151,38,GB151,0,,,,
Akkala_Saami-GB152,38,GB152,0,,,,
Akkala_Saami-GB155,38,GB155,1,,,,
Akkala_Saami-GB156,38,GB156,0,,,,
Akkala_Saami-GB158,38,GB158,0,,,,
Akkala_Saami-GB159,38,GB159,0,,,,
Akkala_Saami-GB160,38,GB160,0,,,,
Akkala_Saami-GB165,38,GB165,0,,,,
Akkala_Saami-GB166,38,GB166,0,,,,
Akkala_Saami-GB167,38,GB167,0,,,,
Akkala_Saami-GB170,38,GB170,0,,,,
Akkala_Saami-GB171,38,GB171,0,,,,
Akkala_Saami-GB172,38,GB172,0,,,,
Akkala_Saami-GB177,38,GB177,0,,,,
Akkala_Saami-GB184,38,GB184,0,,,,
Akkala_Saami-GB185,38,GB185,1,,,,
Akkala_Saami-GB186,38,GB186,0,,,,
Akkala_Saami-GB187,38,GB187,1,,,,
Akkala_Saami-GB188,38,GB188,?,,,,
Akkala_Saami-GB192,38,GB192,0,,,,
Akkala_Saami-GB193,38,GB193,1,,,,
Akkala_Saami-GB196,38,GB196,0,,,,
Akkala_Saami-GB197,38,GB197,0,,,,
Akkala_Saami-GB198,38,GB198,0,,,,
Akkala_Saami-GB203,38,GB203,1,,,,
Akkala_Saami-GB204,38,GB204,1,,,,
Akkala_Saami-GB250,38,GB250,0,,,,
Akkala_Saami-GB252,38,GB252,1,,,,
Akkala_Saami-GB253,38,GB253,0,,,,
Akkala_Saami-GB254,38,GB254,0,,,,
Akkala_Saami-GB256,38,GB256,0,,,,
Akkala_Saami-GB257,38,GB257,1,,,,
Akkala_Saami-GB260,38,GB260,1,,,,
Akkala_Saami-GB262,38,GB262,0,,,,
Akkala_Saami-GB263,38,GB263,0,,,,
Akkala_Saami-GB264,38,GB264,1,,,,
Akkala_Saami-GB265,38,GB265,0,,,,
Akkala_Saami-GB266,38,GB266,0,,,,
Akkala_Saami-GB270,38,GB270,0,,,,
Akkala_Saami-GB273,38,GB273,1,,,,
Akkala_Saami-GB275,38,GB275,1,,,,
Akkala_Saami-GB276,38,GB276,0,,,,
Akkala_Saami-GB285,38,GB285,0,,,,
Akkala_Saami-GB286,38,GB286,0,,,,
Akkala_Saami-GB291,38,GB291,0,,,,
Akkala_Saami-GB296,38,GB296,0,,,,
Akkala_Saami-GB297,38,GB297,0,,,,
Akkala_Saami-GB298,38,GB298,1,,,,
Akkala_Saami-GB299,38,GB299,0,,,,
Akkala_Saami-GB300,38,GB300,0,,,,
Akkala_Saami-GB306,38,GB306,?,,,,
Akkala_Saami-GB302,38,GB302,0,,,,
Akkala_Saami-GB303,38,GB303,0,,,,
Akkala_Saami-GB304,38,GB304,?,,,,
Akkala_Saami-GB305,38,GB305,1,,,,
Akkala_Saami-GB301,38,GB301,?,,,,
Akkala_Saami-GB309,38,GB309,0,,,,
Akkala_Saami-GB312,38,GB312,1,,,,
Akkala_Saami-GB313,38,GB313,0,,,,
Akkala_Saami-GB314,38,GB314,0,,,,
Akkala_Saami-GB315,38,GB315,0,,,,
Akkala_Saami-GB316,38,GB316,0,,,,
Akkala_Saami-GB317,38,GB317,0,,,,
Akkala_Saami-GB318,38,GB318,0,,,,
Akkala_Saami-GB319,38,GB319,0,,,,
Akkala_Saami-GB320,38,GB320,0,,,,
Akkala_Saami-GB321,38,GB321,0,,,,
Akkala_Saami-GB322,38,GB322,0,,,,
Akkala_Saami-GB323,38,GB323,0,,,,
Akkala_Saami-GB324,38,GB324,0,,,,
Akkala_Saami-GB325,38,GB325,0,,,,
Akkala_Saami-GB326,38,GB326,0,,,,
Akkala_Saami-GB327,38,GB327,1,,,,
Akkala_Saami-GB328,38,GB328,0,,,,
Akkala_Saami-GB329,38,GB329,0,,,,
Akkala_Saami-GB330,38,GB330,0,,,,
Akkala_Saami-GB331,38,GB331,0,,,,
Akkala_Saami-GB333,38,GB333,1,,,,
Akkala_Saami-GB334,38,GB334,0,,,,
Akkala_Saami-GB335,38,GB335,0,,,,
Akkala_Saami-GB336,38,GB336,0,,,,
Akkala_Saami-GB400,38,GB400,0,,,,
Akkala_Saami-GB401,38,GB401,0,,,,
Akkala_Saami-GB402,38,GB402,0,,,,
Akkala_Saami-GB403,38,GB403,0,,,,
Akkala_Saami-GB408,38,GB408,1,,,,
Akkala_Saami-GB409,38,GB409,0,,,,
Akkala_Saami-GB410,38,GB410,0,,,,
Akkala_Saami-GB415,38,GB415,0,,,,
Akkala_Saami-GB421,38,GB421,1,,,,
Akkala_Saami-GB422,38,GB422,0,,,,
Akkala_Saami-GB430,38,GB430,0,,,,
Akkala_Saami-GB431,38,GB431,0,,,,
Akkala_Saami-GB432,38,GB432,0,,,,
Akkala_Saami-GB433,38,GB433,1,,,,
Akkala_Saami-GB519,38,GB519,1,,,,
Akkala_Saami-GB520,38,GB520,0,,,,
Akkala_Saami-GB521,38,GB521,0,,,,
Akkala_Saami-GB522,38,GB522,1,,,,
Central_Veps-UT001,7,UT001,0,,,,
Central_Veps-UT002,7,UT002,1,,,,
Central_Veps-UT003,7,UT003,0,,,,
Central_Veps-UT004,7,UT004,1,,,,
Central_Veps-UT005,7,UT005,1,,,,
Central_Veps-UT006,7,UT006,0,,,,
Central_Veps-UT008,7,UT008,0,,,,
Central_Veps-UT009,7,UT009,0,,,,
Central_Veps-UT010,7,UT010,0,,,,
Central_Veps-UT011,7,UT011,1,,,,
Central_Veps-UT012,7,UT012,1,,,,
Central_Veps-UT013,7,UT013,1,,,,
Central_Veps-UT014,7,UT014,1,,,,
Central_Veps-UT015,7,UT015,0,,,,
Central_Veps-UT016,7,UT016,0,,,,
Central_Veps-UT017,7,UT017,1,,,,
Central_Veps-UT018,7,UT018,1,,,,
Central_Veps-UT019,7,UT019,1,,,,
Central_Veps-UT020,7,UT020,1,,,,
Central_Veps-UT021,7,UT021,1,,,,
Central_Veps-UT022,7,UT022,0,,,,
Central_Veps-UT023,7,UT023,0,,,,
Central_Veps-UT024,7,UT024,0,,,,
Central_Veps-UT025,7,UT025,0,,,,
Central_Veps-UT026,7,UT026,1,,,,
Central_Veps-UT027,7,UT027,1,,,,
Central_Veps-UT028,7,UT028,0,,,,
Central_Veps-UT029,7,UT029,0,,,,
Central_Veps-UT030,7,UT030,0,,,,
Central_Veps-UT031,7,UT031,1,,,,
Central_Veps-UT032,7,UT032,0,,,,
Central_Veps-UT033,7,UT033,0,,,,
Central_Veps-UT034,7,UT034,0,,,,
Central_Veps-UT035,7,UT035,1,,,,
Central_Veps-UT037,7,UT037,0,,,,
Central_Veps-UT200,7,UT200,1,,,,
Central_Veps-UT040,7,UT040,1,,,,
Central_Veps-UT201,7,UT201,0,,,,
Central_Veps-UT043,7,UT043,1,,,,
Central_Veps-UT044,7,UT044,1,,,,
Central_Veps-UT045,7,UT045,1,,,,
Central_Veps-UT202,7,UT202,1,,,,
Central_Veps-UT047,7,UT047,0,,,,
Central_Veps-UT048,7,UT048,1,,,,
Central_Veps-UT049,7,UT049,0,,,,
Central_Veps-UT050,7,UT050,1,,,,
Central_Veps-UT051,7,UT051,0,,,,
Central_Veps-UT052,7,UT052,0,,,,
Central_Veps-UT053,7,UT053,1,,,,
Central_Veps-UT054,7,UT054,1,,,,
Central_Veps-UT055,7,UT055,1,,,,
Central_Veps-UT056,7,UT056,0,,,,
Central_Veps-UT057,7,UT057,0,,,,
Central_Veps-UT058,7,UT058,0,,,,
Central_Veps-UT059,7,UT059,0,,,,
Central_Veps-UT060,7,UT060,0,,,,
Central_Veps-UT062,7,UT062,0,,,,
Central_Veps-UT063,7,UT063,0,,,,
Central_Veps-UT064,7,UT064,1,,,,
Central_Veps-UT065,7,UT065,0,,,,
Central_Veps-UT066,7,UT066,0,,,,
Central_Veps-UT067,7,UT067,1,,,,
Central_Veps-UT070,7,UT070,0,,,,
Central_Veps-UT071,7,UT071,1,,,,
Central_Veps-UT072,7,UT072,1,,,,
Central_Veps-UT073,7,UT073,1,,,,
Central_Veps-UT074,7,UT074,0,,,,
Central_Veps-UT075,7,UT075,0,,,,
Central_Veps-UT076,7,UT076,1,,,,
Central_Veps-UT077,7,UT077,0,,,,
Central_Veps-UT078,7,UT078,0,,,,
Central_Veps-UT079,7,UT079,1,,,,
Central_Veps-UT080,7,UT080,1,,,,
Central_Veps-UT082,7,UT082,0,,,,
Central_Veps-UT083,7,UT083,1,,,,
Central_Veps-UT084,7,UT084,1,,,,
Central_Veps-UT085,7,UT085,1,,,,
Central_Veps-UT086,7,UT086,1,,,,
Central_Veps-UT087,7,UT087,1,,,,
Central_Veps-UT088,7,UT088,1,,,,
Central_Veps-UT089,7,UT089,0,,,,
Central_Veps-UT090,7,UT090,0,,,,
Central_Veps-UT091,7,UT091,1,,,,
Central_Veps-UT092,7,UT092,1,,,,
Central_Veps-UT093,7,UT093,0,,,,
Central_Veps-UT203,7,UT203,0,,,,
Central_Veps-UT095,7,UT095,1,,,,
Central_Veps-UT096,7,UT096,1,,,,
Central_Veps-UT097,7,UT097,0,,,,
Central_Veps-UT098,7,UT098,0,,,,
Central_Veps-UT099,7,UT099,0,,,,
Central_Veps-UT100,7,UT100,0,,,,
Central_Veps-UT101,7,UT101,0,,,,
Central_Veps-UT102,7,UT102,0,,,,
Central_Veps-UT204,7,UT204,0,,,,
Central_Veps-UT104,7,UT104,0,,,,
Central_Veps-UT105,7,UT105,0,,,,
Central_Veps-UT106,7,UT106,0,,,,
Central_Veps-UT107,7,UT107,1,,,,
Central_Veps-UT108,7,UT108,0,,,,
Central_Veps-UT109,7,UT109,1,,,,
Central_Veps-UT110,7,UT110,1,,,,
Central_Veps-UT205,7,UT205,0,,,,
Central_Veps-UT112,7,UT112,0,,,,
Central_Veps-UT113,7,UT113,0,,,,
Central_Veps-UT114,7,UT114,0,,,,
Central_Veps-UT115,7,UT115,0,,,,
Central_Veps-UT116,7,UT116,1,,,,
Central_Veps-UT117,7,UT117,0,,,,
Central_Veps-UT118,7,UT118,0,,,,
Central_Veps-UT119,7,UT119,0,,,,
Central_Veps-UT120,7,UT120,0,,,,
Central_Veps-UT121,7,UT121,1,,,,
Central_Veps-UT122,7,UT122,1,,,,
Central_Veps-UT123,7,UT123,0,,,,
Central_Veps-UT124,7,UT124,1,,,,
Central_Veps-UT125,7,UT125,1,,,,
Central_Veps-UT126,7,UT126,0,,,,
Central_Veps-UT127,7,UT127,0,,,,
Central_Veps-UT128,7,UT128,0,,,,
Central_Veps-UT129,7,UT129,0,,,,
Central_Veps-UT130,7,UT130,0,,,,
Central_Veps-UT131,7,UT131,1,,,,
Central_Veps-UT132,7,UT132,0,,,,
Central_Veps-UT133,7,UT133,0,,,,
Central_Veps-UT134,7,UT134,0,,,,
Central_Veps-UT135,7,UT135,1,,,,
Central_Veps-UT136,7,UT136,1,,,,
Central_Veps-UT137,7,UT137,1,,,,
Central_Veps-UT138,7,UT138,0,,,,
Central_Veps-UT139,7,UT139,0,,,,
Central_Veps-UT140,7,UT140,1,,,,
Central_Veps-UT141,7,UT141,1,,,,
Central_Veps-UT142,7,UT142,0,,,,
Central_Veps-UT143,7,UT143,1,,,,
Central_Veps-UT144,7,UT144,1,,,,
Central_Veps-UT145,7,UT145,1,,,,
Central_Veps-UT146,7,UT146,1,,,,
Central_Veps-UT147,7,UT147,1,,,,
Central_Veps-UT148,7,UT148,0,,,,
Central_Veps-UT149,7,UT149,0,,,,
Central_Veps-UT150,7,UT150,0,,,,
Central_Veps-UT151,7,UT151,0,,,,
Central_Veps-UT152,7,UT152,1,,,,
Central_Veps-UT153,7,UT153,1,,,,
Central_Veps-UT154,7,UT154,1,,,,
Central_Veps-UT155,7,UT155,1,,,,
Central_Veps-UT156,7,UT156,0,,,,
Central_Veps-UT157,7,UT157,0,,,,
Central_Veps-UT158,7,UT158,0,,,,
Central_Veps-UT159,7,UT159,1,,,,
Central_Veps-UT160,7,UT160,0,,,,
Central_Veps-UT161,7,UT161,0,,,,
Central_Veps-UT162,7,UT162,0,,,,
Central_Veps-UT163,7,UT163,0,,,,
Central_Veps-UT164,7,UT164,0,,,,
Central_Veps-UT165,7,UT165,0,,,,
Central_Veps-UT166,7,UT166,0,,,,
Central_Veps-GB020,7,GB020,0,,,,
Central_Veps-GB021,7,GB021,0,,,,
Central_Veps-GB022,7,GB022,0,,,,
Central_Veps-GB023,7,GB023,0,,,,
Central_Veps-GB024,7,GB024,1,,,,
Central_Veps-GB025,7,GB025,3,,,,
Central_Veps-GB026,7,GB026,0,,,,
Central_Veps-GB027,7,GB027,1,,,,
Central_Veps-GB028,7,GB028,0,,,,
Central_Veps-GB030,7,GB030,0,,,,
Central_Veps-GB031,7,GB031,0,,,,
Central_Veps-GB035,7,GB035,0,,,,
Central_Veps-GB036,7,GB036,0,,,,
Central_Veps-GB037,7,GB037,0,,,,
Central_Veps-GB038,7,GB038,0,,,,
Central_Veps-GB039,7,GB039,0,,,,
Central_Veps-GB041,7,GB041,0,,,,
Central_Veps-GB042,7,GB042,0,,,,
Central_Veps-GB043,7,GB043,0,,,,
Central_Veps-GB044,7,GB044,1,,,,
Central_Veps-GB046,7,GB046,0,,,,
Central_Veps-GB047,7,GB047,1,,,,
Central_Veps-GB048,7,GB048,1,,,,
Central_Veps-GB049,7,GB049,1,,,,
Central_Veps-GB051,7,GB051,0,,,,
Central_Veps-GB052,7,GB052,0,,,,
Central_Veps-GB053,7,GB053,0,,,,
Central_Veps-GB054,7,GB054,0,,,,
Central_Veps-GB057,7,GB057,0,,,,
Central_Veps-GB058,7,GB058,0,,,,
Central_Veps-GB059,7,GB059,0,,,,
Central_Veps-GB065,7,GB065,1,,,,
Central_Veps-GB068,7,GB068,0,,,,
Central_Veps-GB069,7,GB069,0,,,,
Central_Veps-GB070,7,GB070,1,,,,
Central_Veps-GB071,7,GB071,1,,,,
Central_Veps-GB072,7,GB072,1,,,,
Central_Veps-GB073,7,GB073,1,,,,
Central_Veps-GB074,7,GB074,1,,,,
Central_Veps-GB075,7,GB075,1,,,,
Central_Veps-GB079,7,GB079,0,,,,
Central_Veps-GB080,7,GB080,1,,,,
Central_Veps-GB081,7,GB081,0,,,,
Central_Veps-GB082,7,GB082,0,,,,
Central_Veps-GB083,7,GB083,1,,,,
Central_Veps-GB084,7,GB084,0,,,,
Central_Veps-GB086,7,GB086,0,,,,
Central_Veps-GB089,7,GB089,1,,,,
Central_Veps-GB090,7,GB090,0,,,,
Central_Veps-GB091,7,GB091,1,,,,
Central_Veps-GB092,7,GB092,0,,,,
Central_Veps-GB093,7,GB093,0,,,,
Central_Veps-GB094,7,GB094,0,,,,
Central_Veps-GB095,7,GB095,0,,,,
Central_Veps-GB096,7,GB096,0,,,,
Central_Veps-GB098,7,GB098,0,,,,
Central_Veps-GB099,7,GB099,0,,,,
Central_Veps-GB103,7,GB103,0,,,,
Central_Veps-GB104,7,GB104,0,,,,
Central_Veps-GB105,7,GB105,0,,,,
Central_Veps-GB107,7,GB107,0,,,,
Central_Veps-GB108,7,GB108,0,,,,
Central_Veps-GB109,7,GB109,0,,,,
Central_Veps-GB110,7,GB110,0,,,,
Central_Veps-GB111,7,GB111,0,,,,
