ID,Feature,Value,Source,Comment,Example
GB133,Is a pragmatically unmarked constituent order verb-final for transitive clauses?,1,Khanina and Shluinsky 2023:835,,
GB134,Is the order of constituents the same in main and subordinate clauses?,1,Khanina and Shluinsky 2023:846,,
GB135,Do clausal objects usually occur in the same position as nominal objects?,0,Siegl 2022:740,Pragmatically neutral word order in transitive clauses is SOV (see GB133). Finite complement clauses follow the structure SVmatrix COMPL (=OBJ).,
GB136,"Is the order of core argument (i.e. S, A, and P) constituents fixed?",0,Khanina and Shluinsky 2023:835-836; Siegl 2022:749,,
GB137,Can standard negation be marked clause-finally?,0,Khanina and Shluinsky 2023:825; Siegl 2022:734-736,,
GB138,Can standard negation be marked clause-initially?,0,Khanina and Shluinsky 2023:825; Siegl 2022:734-736,,
GB139,Is there a difference between imperative (prohibitive) and declarative negation constructions?,1,"Khanina and Shluinsky 2023:824; Siegl 2022:733, 824",,
GB140,"Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?",0,Khanina and Shluinsky 2023:839-840; Siegl 2022:743,,
GB146,Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?,0,Khanina and Shluinsky 2023:in passim,,
GB147,Is there a morphological passive marked on the lexical verb?,1,Khanina and Shluinsky 2023:829,,
GB148,Is there a morphological antipassive marked on the lexical verb?,0,Khanina and Shluinsky 2023:in passim,,
GB149,Is there a morphologically marked inverse on verbs?,0,Khanina and Shluinsky 2023:in passim,,
GB150,Is there clause chaining?,0,Khanina and Shluinsky 2023:in passim,,
GB151,Is there an overt verb marker dedicated to signaling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (‘switch reference’)?,0,Khanina and Shluinsky 2023:in passim,,
GB152,Is there a morphologically marked distinction between simultaneous and sequential clauses?,1,Khanina and Shluinsky 2023:845,,
GB155,Are causatives formed by affixes or clitics on verbs?,1,Khanina and Shluinsky 2023:829,,
GB156,Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for ‘to say’?,0,Khanina and Shluinsky 2023:in passim,,
GB158,Are verbs reduplicated?,0,Khanina and Shluinsky 2023:in passim,,
GB159,Are nouns reduplicated?,0,Khanina and Shluinsky 2023:in passim,,
GB160,Are elements apart from verbs or nouns reduplicated?,0,Khanina and Shluinsky 2023:in passim,,
GB165,Is there a productive morphological trial marker on nouns?,0,Khanina and Shluinsky 2023:799,,
GB166,Is there a productive morphological paucal marker on nouns?,0,Khanina and Shluinsky 2023:799,,
GB167,Is there a logophoric pronoun?,0,Khanina and Shluinsky 2023:807-810,,
GB170,Can an adnominal property word agree with the noun in noun class/gender?,0,Khanina and Shluinsky 2023:in passim,,
GB171,Can an adnominal demonstrative agree with the noun in noun class/gender?,0,Khanina and Shluinsky 2023:in passim,,
GB172,Can an article agree with the noun in noun class/gender?,0,Khanina and Shluinsky 2023:in passim,,
GB177,"Can the verb carry a marker of animacy of argument, unrelated to any noun class/gender of the argument visible in the NP domain?",0,Khanina and Shluinsky 2023:in passim,,
GB184,Can an adnominal property word agree with the noun in number?,0,Khanina and Shluinsky 2023:812,"Adnominal property words show no inflection. However, since the plural marker -ʔ is often realized as zero, it cannot be ruled out that occasionally they can agree in number.",
GB185,Can an adnominal demonstrative agree with the noun in number?,0,Khanina and Shluinsky 2023:812,,
GB186,Can an article agree with the noun in number?,0,Khanina and Shluinsky 2023:in passim,,
GB187,Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?,1,Khanina and Shluinsky 2023:827,,
GB188,Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?,1,Khanina and Shluinsky 2023:827,,
GB192,Is there a noun class/gender system where a noun’s phonological properties are a factor in class assignment?,0,Khanina and Shluinsky 2023:in passim,,
GB193,What is the order of adnominal property word and noun?,1,Khanina and Shluinsky 2023:831,Modifiers usually precede the head noun.,
GB196,Is there a masculine/feminine distinction in phonologically independent second person pronouns?,0,Khanina and Shluinsky 2023:in passim,,
GB197,Is there a masculine/feminine distinction in phonologically independent first person pronouns?,0,Khanina and Shluinsky 2023:in passim,,
GB198,Can an adnominal numeral agree with the noun in noun class/gender?,0,Khanina and Shluinsky 2023:in passim,,
GB203,What is the order of the adnominal collective universal quantifier (‘all’) and the noun?,3,Siegl 2022:740,all' is a floating quantifier.,
GB204,Do collective (‘all’) and distributive (‘every’) universal quantifiers differ in their forms or their syntactic positions?,1,Khanina and Shluinsky 2023:810-812,,
GB250,Can predicative possession be expressed with a transitive ‘habeo’ verb?,0,Khanina and Shluinsky 2023:840,,
GB252,Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?,0,Khanina and Shluinsky 2023:840,,
GB253,Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?,0,Khanina and Shluinsky 2023:840,,
GB254,Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?,1,"Khanina and Shluinsky 2023:808, 840",,
GB256,Can predicative possession be expressed with a comitative/conjunctional construction?,0,Khanina and Shluinsky 2023:840,,
GB257,Can polar interrogation be marked by intonation only?,1,Khanina and Shluinsky 2023:841,,
GB260,Can polar interrogation be indicated by a special word order?,0,Khanina and Shluinsky 2023:841,,
GB262,Is there a clause-initial polar interrogative particle?,0,Khanina and Shluinsky 2023:842,,
GB263,Is there a clause-final polar interrogative particle?,0,Khanina and Shluinsky 2023:843,,
GB264,Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?,0,Khanina and Shluinsky 2023:844,,
GB265,"Is there a comparative construction that includes a form that elsewhere means ‘surpass, exceed’?",0,"Khanina and Shluinsky 2023:801, 812",,
GB266,Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?,1,"Khanina and Shluinsky 2023:801, 812",,
GB270,Can comparatives be expressed using two conjoined clauses?,0,"Khanina and Shluinsky 2023:801, 812",,
GB273,Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a ‘surpass/exceed’ meaning?,0,"Khanina and Shluinsky 2023:801, 812",,
GB275,Is there a bound comparative degree marker on the property word in a comparative construction?,0,"Khanina and Shluinsky 2023:801, 812",There is no special morphology.,
GB276,Is there a non-bound comparative degree marker modifying the property word in a comparative construction?,0,"Khanina and Shluinsky 2023:801, 812",,
GB285,Can polar interrogation be marked by a question particle and verbal morphology?,0,Khanina and Shluinsky 2023:841,,
GB286,Can polar interrogation be indicated by overt verbal morphology only?,1,"Khanina and Shluinsky 2023:824, 841",Possible with past time reference.,
GB291,Can polar interrogation be marked by tone?,0,Khanina and Shluinsky 2023:841,,
GB296,Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?,0,Khanina and Shluinsky 2023:in passim,,
GB297,Can polar interrogation be indicated by a V-not-V construction?,0,Khanina and Shluinsky 2023:841,Alternative questions can be formed using repetition of the clause.,
GB298,Can standard negation be marked by an inflecting word (‘auxiliary verb’)?,1,Khanina and Shluinsky 2023:825,,
GB299,Can standard negation be marked by a non-inflecting word (‘auxiliary particle’)?,0,Khanina and Shluinsky 2023:825,,
GB300,Does the verb for ‘give’ have suppletive verb forms?,0,Shluinsky 2025,,
GB301,Is there an inclusory construction?,1,Olesya Khanina (p.c. 2025),,
GB302,Is there a phonologically free passive marker (‘particle’ or ‘auxiliary’)?,0,Khanina and Shluinsky 2023:829,,
GB303,Is there a phonologically free antipassive marker (‘particle’ or ‘auxiliary’)?,0,Khanina and Shluinsky 2023:in passim,,
GB304,Can the agent be expressed overtly in a passive clause?,1,Khanina and Shluinsky 2023:801,The dative is used to mark an agent in a passive construction.,
GB305,Is there a phonologically independent reflexive marker?,1,Khanina and Shluinsky 2023:808,The reflexive pronoun originally means 'body'.,
GB306,Is there a phonologically independent reciprocal marker that does not consist of two quantifiers (e.g. each + other; two + two)?,1,Khanina and Shluinsky 2023:808,"The reciprocal pronoun originally means 'mate, relative'.",
GB309,"Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?",0,Khanina and Shluinsky 2023:in passim,,
GB312,Is there overt morphological marking on the verb dedicated to mood?,1,Khanina and Shluinsky 2023:817-818,,
GB313,Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?,0,Khanina and Shluinsky 2023:807-808; Siegl 2022:722-723,There are three suppletive stems but if a pronoun is expressed then it is typically the nominative form.,
GB314,Can augmentative meaning be expressed productively by a shift of noun class/gender?,0,Khanina and Shluinsky 2023:in passim,,
GB315,Can diminutive meaning be expressed productively by a shift of noun class/gender?,0,Khanina and Shluinsky 2023:in passim,,
GB316,Is singular number regularly marked in the noun phrase by a phonologically free element?,0,Khanina and Shluinsky 2023:799-800,,
GB317,Is dual number regularly marked in the noun phrase by a phonologically free element?,0,Khanina and Shluinsky 2023:799-800,,
GB318,Is plural number regularly marked in the noun phrase by a phonologically free element?,0,Khanina and Shluinsky 2023:799-800,,
GB319,Is trial number regularly marked in the noun phrase by a phonologically free element?,0,Khanina and Shluinsky 2023:799-800,,
GB320,Is paucal number regularly marked in the noun phrase by a phonologically free element?,0,Khanina and Shluinsky 2023:799-800,,
GB321,Is there a large class of nouns whose noun class/gender is not phonologically or semantically predictable?,0,Khanina and Shluinsky 2023:799-800,,
GB322,Is there grammatical marking of direct evidence (perceived with the senses)?,0,Khanina and Shluinsky 2023:824,,
GB323,"Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?",1,Khanina and Shluinsky 2023:824,The so called auditive is used to express an event that was either audially inferred by the speaker or that was reported to the speaker.,
GB324,"Is there an interrogative verb for content interrogatives (who?, what?, etc.)?",1,Khanina and Shluinsky 2023:827,There is a modal-interrogative verb ɔbujta- ‘what for’.,
GB325,Is there a count/mass distinction in interrogative quantifiers?,0,Khanina and Shluinsky 2023:810,,
GB326,Do (nominal) content interrogatives normally or frequently occur in situ?,1,Khanina and Shluinsky 2023:841; Siegl 2022:740,They can occur both fronted and in situ.,
GB327,Can the relative clause follow the noun?,0,Khanina and Shluinsky 2023:844,,
GB328,Can the relative clause precede the noun?,1,Khanina and Shluinsky 2023:844,,
GB329,Are there internally-headed relative clauses?,?,Khanina and Shluinsky 2023:844-845,,
GB330,Are there correlative relative clauses?,?,Khanina and Shluinsky 2023:844-845,,
GB331,Are there non-adjacent relative clauses?,0,Khanina and Shluinsky 2023:844,,
GB333,Is there a decimal numeral system?,1,Khanina and Shluinsky 2023:812-814,,
GB334,Is there synchronic evidence for any element of a quinary numeral system?,0,Khanina and Shluinsky 2023:812-814,,
GB335,Is there synchronic evidence for any element of a vigesimal numeral system?,0,Khanina and Shluinsky 2023:812-814,,
GB336,Is there a body-part tallying system?,0,Khanina and Shluinsky 2023:812-814,,
GB400,"Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?",0,Khanina and Shluinsky 2023:in passim,,
GB401,Is there a class of patient-labile verbs?,1,Khanina and Shluinsky 2019:24-26,,
GB402,Does the verb for ‘see’ have suppletive verb forms?,0,Shluinsky 2025:see,,
GB403,Does the verb for ‘come’ have suppletive verb forms?,0,Shluinsky 2025:come,,
GB408,Is there any accusative alignment of flagging?,1,Khanina and Shluinsky 2023:800-801; Siegl 2022:718-722,,
GB409,Is there any ergative alignment of flagging?,0,Khanina and Shluinsky 2023:800-801,,
GB410,Is there any neutral alignment of flagging?,1,Khanina and Shluinsky 2023:800-801; Siegl 2022:716-717,In the case of non-possessed forms it is possible that nouns do not distinguish between core cases.,
GB415,Is there a politeness distinction in second person forms?,0,Khanina and Shluinsky 2023:in passim,Not mentioned.,
GB421,Is there a preposed complementizer for complements of verbs of thinking and/or knowing?,0,Khanina et al. 2024,,
GB422,Is there a postposed complementizer for complements of verbs of thinking and/or knowing?,0,Khanina et al. 2024,,
GB430,Can adnominal possession be marked by a prefix on the possessor?,0,Khanina and Shluinsky 2023:in passim,,
GB431,Can adnominal possession be marked by a prefix on the possessed noun?,0,Khanina and Shluinsky 2023:in passim,,
GB432,Can adnominal possession be marked by a suffix on the possessor?,1,Ovsjannikova 2020:58,"Both the nominative and oblique case are possible, however, the latter is less common.",
GB433,Can adnominal possession be marked by a suffix on the possessed noun?,1,Khanina and Shluinsky 2023:803-804,,
GB519,Can mood be marked by a non-inflecting word ('auxiliary particle')?,1,Khanina et al. 2024,reported discourse marker man',
GB520,Can aspect be marked by a non-inflecting word (‘auxiliary particle’)?,0,Khanina and Shluinsky 2023:815-824,,
GB521,Can tense be marked by a non-inflecting word (‘auxiliary particle’)?,0,Khanina and Shluinsky 2023:815-824,,
GB522,Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferable from context ('pro-drop')?,1,Siegl 2022:722,,
