ID,Feature,Value,Source,Comment,Example
GB057,Are there numeral classifiers?,0,Bakró-Nagy et al. 2022:in passim,,
GB058,Are there possessive classifiers?,0,Bakró-Nagy et al. 2022:in passim,,
GB059,Is the adnominal possessive construction different for alienable and inalienable nouns?,0,Virtanen and Horváth 2023:683-685,,
GB065,What is the pragmatically unmarked order of adnominal possessor and possessed noun?,1,Bakró-Nagy et al. 2022:543,,
GB068,"Do property words (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?",0,Bakró-Nagy et al. 2022:545,,
GB069,"Do adnominal property words (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?",0,Bakró-Nagy et al. 2022:545,,
GB070,"Are there morphological cases for non-pronominal core arguments (i.e. S, A or P)?",0,Bakró-Nagy et al. 2022:542-544,,
GB071,"Are there morphological cases for phonologically independent personal pronominal core arguments (i.e. S, A or P)?",1,"Bakró-Nagy et al. 2022:542-544, 556; Riese 2001:30","While nouns as direct objects are unmarked, personal pronouns have a special form (an oblique stem, traditionally called 'accusative').",
GB072,"Are there morphological cases for oblique non-pronominal NPs (i.e. not S, A or P)?",1,Bakró-Nagy et al. 2022:542-544,,
GB073,"Are there morphological cases for phonologically independent oblique personal pronouns (i.e. not S, A or P)?",1,Bakró-Nagy et al. 2022:542-544,,
GB074,Are there prepositions?,0,Bakró-Nagy et al. 2022:554,,
GB075,Are there postpositions?,1,Bakró-Nagy et al. 2022:552,,
GB079,"Do verbs have prefixes or proclitics other than S, A or P indexes (do include indexes that also mark TAM or negation)?",0,Bakró-Nagy et al. 2022:546-552,,
GB080,"Do verbs have suffixes or enclitics other than S, A or P indexes (do include indexes that also mark TAM or negation)?",1,Bakró-Nagy et al. 2022:546-552,,
GB081,Is there productive infixation in verbs?,0,Bakró-Nagy et al. 2022:in passim,,
GB082,Is there overt morphological marking of present tense on verbs?,1,Bakró-Nagy et al. 2022:547,"The non-past tense (-i, -eː, -eːɣ) marker is used for both present and future.",
GB083,Is there overt morphological marking on the verb dedicated to past tense?,1,Bakró-Nagy et al. 2022:547,,
GB084,Is there overt morphological marking on the verb dedicated to future tense?,0,Bakró-Nagy et al. 2022:547,"The non-past tense (-i, -eː, -eːɣ) marker is used for both present and future.",
GB086,Is a morphological distinction between perfective and imperfective aspect available on verbs?,0,Bakró-Nagy et al. 2022:546-552,,
GB089,Can the S argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,1,Bakró-Nagy et al. 2022:547,,
GB090,Can the S argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,Bakró-Nagy et al. 2022:547,,
GB091,Can the A argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,1,Bakró-Nagy et al. 2022:547,,
GB092,Can the A argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,Bakró-Nagy et al. 2022:547,,
GB093,Can the P argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,1,Bakró-Nagy et al. 2022:547,,
GB094,Can the P argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,Bakró-Nagy et al. 2022:547,,
GB095,Are variations in marking strategies of core participants based on TAM distinctions?,0,Bakró-Nagy et al. 2022:542-543,,
GB096,Are variations in marking strategies of core participants based on verb classes?,0,Bakró-Nagy et al. 2022:542-543,,
GB098,Are variations in marking strategies of core participants based on person distinctions?,0,Bakró-Nagy et al. 2022:542-543,,
GB099,Is there verb suppletion for participant person?,0,Bakró-Nagy et al. 2022:in passim; Riese 2001:in passim,,
GB103,Can a verb have a benefactive marker (applicative marker or index)?,0,Bakró-Nagy et al. 2022:546-547,,
GB104,Can a verb have an instrumental marker (applicative marker or index)?,0,Bakró-Nagy et al. 2022:546-547,,
GB105,Can the recipient in a ditransitive construction be marked like the transitive patient?,1,Bakró-Nagy et al. 2022:556-557,Nouns as direct objects are unmarked (pronouns have a special form). Recipient can be encoded like the direct object or expressed with the dative case.,
GB107,"Can standard negation be marked by an affix, clitic or modification of the verb?",0,Bakró-Nagy et al. 2022:5553,,
GB108,Is there directional or locative morphological marking on verbs?,0,Bakró-Nagy et al. 2022:546-547,,
GB109,Is there verb suppletion for participant number?,0,Bakró-Nagy et al. 2022:in passim; Riese 2001:in passim,,
GB110,Is there verb suppletion for tense or aspect?,0,Bakró-Nagy et al. 2022:546-554,,
GB111,Are there conjugation classes?,0,Bakró-Nagy et al. 2022:546-554,,
GB113,Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?,1,Bakró-Nagy et al. 2022:553,,
GB114,Is there a phonologically bound reflexive marker on the verb?,1,Bakró-Nagy et al. 2022:550,,
GB115,Is there a phonologically bound reciprocal marker on the verb?,0,Virtanen and Horváth 2023:674-675,,
GB116,"Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?",0,Bakró-Nagy et al. 2022:in passim,,
GB117,Is there a copula for predicate nominals?,1,Virtanen and Horváth 2023:678-679,"In the present tense, 3rd person clauses do not contain a copula, a copula may be occasionally used in other persons. However, copula is used in other tenses/moods.",
GB118,Are there serial verb constructions?,0,Bakró-Nagy et al. 2022:in passim; Virtanen and Horváth 2023:in passim,,
GB119,Can mood be marked by an inflecting word (‘auxiliary verb’)?,0,Bakró-Nagy et al. 2022:547-549,No examples.,
GB120,Can aspect be marked by an inflecting word (‘auxiliary verb’)?,0,Bakró-Nagy et al. 2022:in passim,,
GB121,Can tense be marked by an inflecting word (‘auxiliary verb’)?,1,Bakró-Nagy et al. 2022:550,,
GB122,Is verb compounding a regular process?,0,Bakró-Nagy et al. 2022:562-563,,
GB123,Are there verb-adjunct (aka light-verb) constructions?,0,Bakró-Nagy et al. 2022:in passim; Virtanen and Horváth 2023:in passim,,
GB124,Is incorporation of nouns into verbs a productive intransitivizing process?,0,"Bakró-Nagy et al. 2022:562-563, 555-556",,
GB126,Is there an existential verb?,0,"Virtanen and Horváth 2023:678-680, 691",There is only a negative existential.,
GB127,Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. ‘to lie’ vs. ‘to stand’)?,0,Virtanen and Horváth 2023:in passim,,
GB129,Is there a notably small number of verb roots in the language?,0,Bakró-Nagy et al. 2022:in passim,,
GB130,What is the pragmatically unmarked order of S and V in intransitive clauses?,1,Bakró-Nagy et al. 2022:555,SV,
GB131,Is a pragmatically unmarked constituent order verb-initial for transitive clauses?,0,Bakró-Nagy et al. 2022:554,,
GB132,Is a pragmatically unmarked constituent order verb-medial for transitive clauses?,0,Bakró-Nagy et al. 2022:554,Attested only sporadically; attributed to Russian influence.,
GB133,Is a pragmatically unmarked constituent order verb-final for transitive clauses?,1,Bakró-Nagy et al. 2022:554,,
GB134,Is the order of constituents the same in main and subordinate clauses?,1,Virtanen and Horváth 2023:685-686; Virtanen 2021:212,,
GB135,Do clausal objects usually occur in the same position as nominal objects?,0,Virtanen and Horváth 2023:685-686,,
GB136,"Is the order of core argument (i.e. S, A, and P) constituents fixed?",0,Riese 2001:63,,
GB137,Can standard negation be marked clause-finally?,0,Bakró-Nagy et al. 2022:551,"The negation marker precedes the verb, but follows the preverb.",
GB138,Can standard negation be marked clause-initially?,0,Bakró-Nagy et al. 2022:551,,
GB139,Is there a difference between imperative (prohibitive) and declarative negation constructions?,1,Bakró-Nagy et al. 2022:553,,
GB140,"Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?",0,"Bakró-Nagy et al. 2022:553, 555",,
GB146,Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?,0,Bakró-Nagy et al. 2022:in passim,,
GB147,Is there a morphological passive marked on the lexical verb?,1,Bakró-Nagy et al. 2022:550-551,,
GB148,Is there a morphological antipassive marked on the lexical verb?,0,Bakró-Nagy et al. 2022:550-551,,
GB149,Is there a morphologically marked inverse on verbs?,0,Bakró-Nagy et al. 2022:546-552,,
GB150,Is there clause chaining?,0,Bakró-Nagy et al. 2022:in passim,,
GB151,Is there an overt verb marker dedicated to signaling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (‘switch reference’)?,0,Bakró-Nagy et al. 2022:in passim,,
GB152,Is there a morphologically marked distinction between simultaneous and sequential clauses?,0,Bakró-Nagy et al. 2022:in passim,,
GB155,Are causatives formed by affixes or clitics on verbs?,1,"Bakró-Nagy et al. 2022:550, 553",,
GB156,Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for ‘to say’?,0,"Bakró-Nagy et al. 2022:550, 553",,
GB158,Are verbs reduplicated?,0,Bakró-Nagy et al. 2022:in passim,,
GB159,Are nouns reduplicated?,1,Bakró-Nagy et al. 2022:545,Superlatives may be expressed by reduplication.,
GB160,Are elements apart from verbs or nouns reduplicated?,0,Bakró-Nagy et al. 2022:in passim,,
GB165,Is there a productive morphological trial marker on nouns?,0,Bakró-Nagy et al. 2022:542,,
GB166,Is there a productive morphological paucal marker on nouns?,0,Bakró-Nagy et al. 2022:542,,
GB167,Is there a logophoric pronoun?,0,Bakró-Nagy et al. 2022:5423-545,,
GB170,Can an adnominal property word agree with the noun in noun class/gender?,0,Bakró-Nagy et al. 2022:in passim,,
GB171,Can an adnominal demonstrative agree with the noun in noun class/gender?,0,Bakró-Nagy et al. 2022:in passim,,
GB172,Can an article agree with the noun in noun class/gender?,0,Bakró-Nagy et al. 2022:in passim,,
GB177,"Can the verb carry a marker of animacy of argument, unrelated to any noun class/gender of the argument visible in the NP domain?",0,Bakró-Nagy et al. 2022:in passim,,
GB184,Can an adnominal property word agree with the noun in number?,0,Bakró-Nagy et al. 2022:545,,
GB185,Can an adnominal demonstrative agree with the noun in number?,0,Bakró-Nagy et al. 2022:554,,
GB186,Can an article agree with the noun in number?,0,Bakró-Nagy et al. 2022:in passim,,
GB187,Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?,1,Bakró-Nagy et al. 2022:552-553,,
GB188,Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?,1,Bakró-Nagy et al. 2022:552-553,There is an augmentative suffix kapaj.,
GB192,Is there a noun class/gender system where a noun’s phonological properties are a factor in class assignment?,0,Bakró-Nagy et al. 2022:in passim,,
GB193,What is the order of adnominal property word and noun?,1,Bakró-Nagy et al. 2022:554,Modifiers precede their heads.,
GB196,Is there a masculine/feminine distinction in phonologically independent second person pronouns?,0,Bakró-Nagy et al. 2022:in passim,,
GB197,Is there a masculine/feminine distinction in phonologically independent first person pronouns?,0,Bakró-Nagy et al. 2022:in passim,,
GB198,Can an adnominal numeral agree with the noun in noun class/gender?,0,Bakró-Nagy et al. 2022:in passim,,
GB203,What is the order of the adnominal collective universal quantifier (‘all’) and the noun?,1,OUDB,,
GB204,Do collective (‘all’) and distributive (‘every’) universal quantifiers differ in their forms or their syntactic positions?,1,Riese 2001:33; OUDB,,
GB250,Can predicative possession be expressed with a transitive ‘habeo’ verb?,1,"Bakró-Nagy et al. 2022:550, 555",,
GB252,Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?,0,"Bakró-Nagy et al. 2022:550, 555",,
GB253,Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?,0,"Bakró-Nagy et al. 2022:550, 555",,
GB254,Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?,0,"Bakró-Nagy et al. 2022:550, 555",,
GB256,Can predicative possession be expressed with a comitative/conjunctional construction?,0,"Bakró-Nagy et al. 2022:550, 555",,
GB257,Can polar interrogation be marked by intonation only?,1,Bakró-Nagy et al. 2022:554; Virtanen and Horváth 2023:691,,
GB260,Can polar interrogation be indicated by a special word order?,0,Bakró-Nagy et al. 2022:554; Virtanen and Horváth 2023:691,,
GB262,Is there a clause-initial polar interrogative particle?,0,Bakró-Nagy et al. 2022:554; Virtanen and Horváth 2023:691,,
GB263,Is there a clause-final polar interrogative particle?,0,Bakró-Nagy et al. 2022:554; Virtanen and Horváth 2023:691,,
GB264,Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?,0,Bakró-Nagy et al. 2022:554; Virtanen and Horváth 2023:691,,
GB265,"Is there a comparative construction that includes a form that elsewhere means ‘surpass, exceed’?",0,Bakró-Nagy et al. 2022:545,,
GB266,Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?,1,Bakró-Nagy et al. 2022:545,The ablative case is used to mark the standard; it is also used to express source.,
GB270,Can comparatives be expressed using two conjoined clauses?,0,Bakró-Nagy et al. 2022:545,,
GB273,Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a ‘surpass/exceed’ meaning?,0,Bakró-Nagy et al. 2022:545,,
GB275,Is there a bound comparative degree marker on the property word in a comparative construction?,1,Bakró-Nagy et al. 2022:545,It is possible to use the comparative degree marker -nuw-; probably the result of Russian influence.,
GB276,Is there a non-bound comparative degree marker modifying the property word in a comparative construction?,0,Bakró-Nagy et al. 2022:545,,
GB285,Can polar interrogation be marked by a question particle and verbal morphology?,0,Bakró-Nagy et al. 2022:554; Riese and Bradley 2020:41,,
GB286,Can polar interrogation be indicated by overt verbal morphology only?,0,Bakró-Nagy et al. 2022:554; Riese and Bradley 2020:41,,
GB291,Can polar interrogation be marked by tone?,0,Bakró-Nagy et al. 2022:554; Riese and Bradley 2020:41,,
GB296,Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?,0,Bakró-Nagy et al. 2022:in passim,,
GB297,Can polar interrogation be indicated by a V-not-V construction?,0,Bakró-Nagy et al. 2022:554; Riese and Bradley 2020:41,Not mentioned.,
GB298,Can standard negation be marked by an inflecting word (‘auxiliary verb’)?,0,Bakró-Nagy et al. 2022:553,,
GB299,Can standard negation be marked by a non-inflecting word (‘auxiliary particle’)?,1,Bakró-Nagy et al. 2022:553,,
GB300,Does the verb for ‘give’ have suppletive verb forms?,0,Munkácsi and Kálmán 1986,,
GB301,Is there an inclusory construction?,?,Bakró-Nagy et al. 2022:in passim,,
GB302,Is there a phonologically free passive marker (‘particle’ or ‘auxiliary’)?,0,Bakró-Nagy et al. 2022:550-551,,
GB303,Is there a phonologically free antipassive marker (‘particle’ or ‘auxiliary’)?,0,Bakró-Nagy et al. 2022:550-551,,
GB304,Can the agent be expressed overtly in a passive clause?,1,Bakró-Nagy et al. 2022:542-543,,
GB305,Is there a phonologically independent reflexive marker?,1,Riese 2001:31-32; Bakró-Nagy et al. 2022:545,,
GB306,Is there a phonologically independent reciprocal marker that does not consist of two quantifiers (e.g. each + other; two + two)?,?,Munkácsi and Kálmán 1986,,
GB309,"Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?",0,Bakró-Nagy et al. 2022:546-547,,
GB312,Is there overt morphological marking on the verb dedicated to mood?,1,Bakró-Nagy et al. 2022:548-549; Riese 2001:45-50,,
GB313,Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?,0,Bakró-Nagy et al. 2022:543-545; Riese 2001:430-33,,
GB314,Can augmentative meaning be expressed productively by a shift of noun class/gender?,0,Bakró-Nagy et al. 2022:in passim,,
GB315,Can diminutive meaning be expressed productively by a shift of noun class/gender?,0,Bakró-Nagy et al. 2022:in passim,,
GB316,Is singular number regularly marked in the noun phrase by a phonologically free element?,0,Bakró-Nagy et al. 2022:542,,
GB317,Is dual number regularly marked in the noun phrase by a phonologically free element?,0,Bakró-Nagy et al. 2022:542,,
GB318,Is plural number regularly marked in the noun phrase by a phonologically free element?,0,Bakró-Nagy et al. 2022:542,,
GB319,Is trial number regularly marked in the noun phrase by a phonologically free element?,0,Bakró-Nagy et al. 2022:542,,
GB320,Is paucal number regularly marked in the noun phrase by a phonologically free element?,0,Bakró-Nagy et al. 2022:542,,
GB321,Is there a large class of nouns whose noun class/gender is not phonologically or semantically predictable?,0,Bakró-Nagy et al. 2022:in passim,,
GB322,Is there grammatical marking of direct evidence (perceived with the senses)?,0,Bakró-Nagy et al. 2022:548,,
GB323,"Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?",0,Bakró-Nagy et al. 2022:548,,
GB324,"Is there an interrogative verb for content interrogatives (who?, what?, etc.)?",0,Bakró-Nagy et al. 2022:545; Riese 2001:33,,
GB325,Is there a count/mass distinction in interrogative quantifiers?,0,Munkácsi and Kálmán 1986,,
GB326,Do (nominal) content interrogatives normally or frequently occur in situ?,1,Bakró-Nagy et al. 2022:554,,
GB327,Can the relative clause follow the noun?,0,Virtanen and Horváth 2023:685,,
GB328,Can the relative clause precede the noun?,1,Virtanen and Horváth 2023:685,,
GB329,Are there internally-headed relative clauses?,0,Virtanen and Horváth 2023:685,,
GB330,Are there correlative relative clauses?,0,Virtanen and Horváth 2023:685,,
GB331,Are there non-adjacent relative clauses?,0,Virtanen and Horváth 2023:685,,
GB333,Is there a decimal numeral system?,1,Bakró-Nagy et al. 2022:546,,
GB334,Is there synchronic evidence for any element of a quinary numeral system?,0,Bakró-Nagy et al. 2022:546,,
GB335,Is there synchronic evidence for any element of a vigesimal numeral system?,0,Bakró-Nagy et al. 2022:546,,
GB336,Is there a body-part tallying system?,0,Bakró-Nagy et al. 2022:546,,
GB400,"Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?",0,"Virtanen and Horváth 2023:671-674, 687-690",,
GB401,Is there a class of patient-labile verbs?,0,Virtanen and Horváth 2023:in passim,,
GB402,Does the verb for ‘see’ have suppletive verb forms?,0,Munkácsi and Kálmán 1986,,
GB403,Does the verb for ‘come’ have suppletive verb forms?,0,Munkácsi and Kálmán 1986,,
GB408,Is there any accusative alignment of flagging?,0,Bakró-Nagy et al. 2022:542-543,,
GB409,Is there any ergative alignment of flagging?,0,Bakró-Nagy et al. 2022:542-543,,
GB410,Is there any neutral alignment of flagging?,1,Bakró-Nagy et al. 2022:542-543,,
GB415,Is there a politeness distinction in second person forms?,0,Susanna Virtanen (p.c. 2026),,
GB421,Is there a preposed complementizer for complements of verbs of thinking and/or knowing?,0,Bakró-Nagy et al. 2022:559,There is no complementizer.,
GB422,Is there a postposed complementizer for complements of verbs of thinking and/or knowing?,0,Bakró-Nagy et al. 2022:559,There is no complementizer.,
GB430,Can adnominal possession be marked by a prefix on the possessor?,0,Bakró-Nagy et al. 2022:542-543,,
GB431,Can adnominal possession be marked by a prefix on the possessed noun?,0,Bakró-Nagy et al. 2022:542-543,,
GB432,Can adnominal possession be marked by a suffix on the possessor?,0,Bakró-Nagy et al. 2022:542-543,,
GB433,Can adnominal possession be marked by a suffix on the possessed noun?,1,Bakró-Nagy et al. 2022:542-543,With nominal possessors the possessive suffix can be omitted.,
GB519,Can mood be marked by a non-inflecting word ('auxiliary particle')?,1,Bakró-Nagy et al. 2022:548-549,"E.g., the volitional particle wos(s) 'let'.",
GB520,Can aspect be marked by a non-inflecting word (‘auxiliary particle’)?,1,Virtanen and Horváth 2023:688,,
GB521,Can tense be marked by a non-inflecting word (‘auxiliary particle’)?,0,Virtanen and Horváth 2023:687-689,,
GB522,Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferable from context ('pro-drop')?,1,Bakró-Nagy et al. 2022:554,,
