ID,Feature,Value,Source,Comment,Example
GB149,Is there a morphologically marked inverse on verbs?,0,von Gertten 2015:in passim,,
GB150,Is there clause chaining?,0,von Gertten 2015:in passim,,
GB151,Is there an overt verb marker dedicated to signaling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (‘switch reference’)?,0,von Gertten 2015:in passim,,
GB152,Is there a morphologically marked distinction between simultaneous and sequential clauses?,0,von Gertten 2015:in passim,,
GB155,Are causatives formed by affixes or clitics on verbs?,1,von Gertten 2015:101,,GB113
GB156,Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for ‘to say’?,0,von Gertten 2015:in passim,,
GB158,Are verbs reduplicated?,0,von Gertten 2015:in passim,,
GB159,Are nouns reduplicated?,0,von Gertten 2015:in passim,,
GB160,Are elements apart from verbs or nouns reduplicated?,0,von Gertten 2015:in passim,,
GB165,Is there a productive morphological trial marker on nouns?,0,von Gertten 2015:in passim,,
GB166,Is there a productive morphological paucal marker on nouns?,0,von Gertten 2015:in passim,,
GB167,Is there a logophoric pronoun?,0,von Gertten 2015:in passim,,
GB170,Can an adnominal property word agree with the noun in noun class/gender?,0,von Gertten 2015:in passim,,
GB171,Can an adnominal demonstrative agree with the noun in noun class/gender?,0,von Gertten 2015:in passim,,
GB172,Can an article agree with the noun in noun class/gender?,0,von Gertten 2015:in passim,,
GB177,"Can the verb carry a marker of animacy of argument, unrelated to any noun class/gender of the argument visible in the NP domain?",0,von Gertten 2015:in passim,,
GB184,Can an adnominal property word agree with the noun in number?,0,von Gertten 2015:in passim,,
GB185,Can an adnominal demonstrative agree with the noun in number?,1,von Gertten 2015:107,,GB185
GB186,Can an article agree with the noun in number?,0,von Gertten 2015:in passim,,
GB187,Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?,1,von Gertten 2015:98,,GB187
GB188,Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?,0,von Gertten 2015:in passim,,
GB192,Is there a noun class/gender system where a noun’s phonological properties are a factor in class assignment?,0,von Gertten 2015:in passim,,
GB193,What is the order of adnominal property word and noun?,1,von Gertten 2015:107,,GB193
GB196,Is there a masculine/feminine distinction in phonologically independent second person pronouns?,0,von Gertten 2015:in passim,,
GB197,Is there a masculine/feminine distinction in phonologically independent first person pronouns?,0,von Gertten 2015:in passim,,
GB198,Can an adnominal numeral agree with the noun in noun class/gender?,0,von Gertten 2015:in passim,,
GB203,What is the order of the adnominal collective universal quantifier (‘all’) and the noun?,1,von Gertten 2015:107,,GB203
GB204,Do collective (‘all’) and distributive (‘every’) universal quantifiers differ in their forms or their syntactic positions?,1,"Schlachter 1958:39, 42",,
GB250,Can predicative possession be expressed with a transitive ‘habeo’ verb?,1,Siegl 2017:13,,GB133
GB252,Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?,0,Siegl 2017:13,,
GB253,Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?,0,Siegl 2017:13,,
GB254,Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?,0,Siegl 2017:13,,
GB256,Can predicative possession be expressed with a comitative/conjunctional construction?,0,von Gertten 2015:in passim,,
GB257,Can polar interrogation be marked by intonation only?,1,von Gertten 2015:114,,GB257
GB260,Can polar interrogation be indicated by a special word order?,0,von Gertten 2015:in passim,,
GB262,Is there a clause-initial polar interrogative particle?,1,von Gertten 2015:114,,GB262
GB263,Is there a clause-final polar interrogative particle?,0,von Gertten 2015:in passim,,
GB264,Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?,0,von Gertten 2015:in passim,,
GB265,"Is there a comparative construction that includes a form that elsewhere means ‘surpass, exceed’?",0,von Gertten 2015:118,,
GB266,Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?,0,von Gertten 2015:118,,
GB270,Can comparatives be expressed using two conjoined clauses?,0,von Gertten 2015:in passim,,
GB273,Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a ‘surpass/exceed’ meaning?,1,von Gertten 2015:118,,GB273
GB275,Is there a bound comparative degree marker on the property word in a comparative construction?,1,von Gertten 2015:118,,GB273
GB276,Is there a non-bound comparative degree marker modifying the property word in a comparative construction?,0,von Gertten 2015:118,,
GB285,Can polar interrogation be marked by a question particle and verbal morphology?,0,von Gertten 2015:in passim,,
GB286,Can polar interrogation be indicated by overt verbal morphology only?,0,von Gertten 2015:in passim,,
GB291,Can polar interrogation be marked by tone?,0,von Gertten 2015:in passim,,
GB296,Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?,0,von Gertten 2015:in passim,,
GB297,Can polar interrogation be indicated by a V-not-V construction?,0,von Gertten 2015:in passim,,
GB298,Can standard negation be marked by an inflecting word (‘auxiliary verb’)?,1,von Gertten 2015:109,,"GB139-1, GB139-2, GB298"
GB299,Can standard negation be marked by a non-inflecting word (‘auxiliary particle’)?,0,von Gertten 2015:in passim,,
GB300,Does the verb for ‘give’ have suppletive verb forms?,0,von Gertten 2015:in passim,,
GB301,Is there an inclusory construction?,0,von Gertten 2015:in passim,,
GB302,Is there a phonologically free passive marker (‘particle’ or ‘auxiliary’)?,0,von Gertten 2015:in passim,,
GB303,Is there a phonologically free antipassive marker (‘particle’ or ‘auxiliary’)?,0,von Gertten 2015:in passim,,
GB304,Can the agent be expressed overtly in a passive clause?,1,von Gertten 2015:117,,GB147
GB305,Is there a phonologically independent reflexive marker?,1,von Gertten 2015:73,,GB305
GB306,"Is there a phonologically independent reciprocal marker that does not consist of two quantifiers (e.g. each + other, two + two)?",?,Schlachter 1958:59,,
GB309,"Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?",0,von Gertten 2015:in passim,,
GB312,Is there overt morphological marking on the verb dedicated to mood?,1,Schlachter 1958:XVIII; von Gertten 2015:82,,GB312
GB313,Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?,0,von Gertten 2015:in passim,,
GB314,Can augmentative meaning be expressed productively by a shift of noun class/gender?,0,von Gertten 2015:in passim,,
GB315,Can diminutive meaning be expressed productively by a shift of noun class/gender?,0,von Gertten 2015:in passim,,
GB316,Is singular number regularly marked in the noun phrase by a phonologically free element?,0,von Gertten 2015:in passim,,
GB317,Is dual number regularly marked in the noun phrase by a phonologically free element?,0,von Gertten 2015:in passim,,
GB318,Is plural number regularly marked in the noun phrase by a phonologically free element?,0,von Gertten 2015:in passim,,
GB319,Is trial number regularly marked in the noun phrase by a phonologically free element?,0,von Gertten 2015:in passim,,
GB320,Is paucal number regularly marked in the noun phrase by a phonologically free element?,0,von Gertten 2015:in passim,,
GB321,Is there a large class of nouns whose noun class/gender is not phonologically or semantically predictable?,0,von Gertten 2015:in passim,,
GB322,Is there grammatical marking of direct evidence (perceived with the senses)?,0,von Gertten 2015:in passim,,
GB323,"Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?",0,von Gertten 2015:in passim,,
GB324,"Is there an interrogative verb for content interrogatives (who?, what?, etc.)?",0,von Gertten 2015:in passim,,
GB325,Is there a count/mass distinction in interrogative quantifiers?,?,Schlachter 1958:in passim,,
GB326,Do (nominal) content interrogatives normally or frequently occur in situ?,0,von Gertten 2015:in passim,,
GB327,Can the relative clause follow the noun?,1,von Gertten 2015:115-116,,GB134-2
GB328,Can the relative clause precede the noun?,0,von Gertten 2015:115-116,,
GB329,Are there internally-headed relative clauses?,0,von Gertten 2015:in passim,,
GB330,Are there correlative relative clauses?,0,von Gertten 2015:in passim,,
GB331,Are there non-adjacent relative clauses?,0,von Gertten 2015:in passim,,
GB333,Is there a decimal numeral system?,1,von Gertten 2015:81,,GB333
GB334,Is there synchronic evidence for any element of a quinary numeral system?,0,von Gertten 2015:in passim,,
GB335,Is there synchronic evidence for any element of a vigesimal numeral system?,0,von Gertten 2015:in passim,,
GB336,Is there a body-part tallying system?,0,von Gertten 2015:in passim,,
GB400,"Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?",0,von Gertten 2015:in passim,,
GB401,Is there a class of patient-labile verbs?,0,von Gertten 2015:in passim,,
GB402,Does the verb for ‘see’ have suppletive verb forms?,0,von Gertten 2015:in passim,,
GB403,Does the verb for ‘come’ have suppletive verb forms?,0,von Gertten 2015:in passim,,
GB408,Is there any accusative alignment of flagging?,1,von Gertten 2015:105,,GB408
GB409,Is there any ergative alignment of flagging?,0,von Gertten 2015:in passim,,
GB410,Is there any neutral alignment of flagging?,0,von Gertten 2015:in passim,,
GB415,Is there a politeness distinction in second person forms?,0,von Gertten 2015:in passim,,
GB421,Is there a preposed complementizer for complements of verbs of thinking and/or knowing?,0,von Gertten 2015:in passim,,
GB422,Is there a postposed complementizer for complements of verbs of thinking and/or knowing?,1,von Gertten 2015:97,,
GB430,Can adnominal possession be marked by a prefix on the possessor?,0,von Gertten 2015:in passim,,
GB431,Can adnominal possession be marked by a prefix on the possessed noun?,0,von Gertten 2015:in passim,,
GB432,Can adnominal possession be marked by a suffix on the possessor?,1,von Gertten 2015:63-65,,GB065
GB433,Can adnominal possession be marked by a suffix on the possessed noun?,1,von Gertten 2015:65,"No examples provided, possibly rare.",
GB519,Can mood be marked by a non-inflecting word ('auxiliary particle')?,0,von Gertten 2015:in passim,,
GB520,Can aspect be marked by a non-inflecting word (‘auxiliary particle’)?,0,von Gertten 2015:in passim,,
GB521,Can tense be marked by a non-inflecting word (‘auxiliary particle’)?,0,von Gertten 2015:in passim,,
GB522,Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferable from context ('pro-drop')?,1,von Gertten 2015:113,,GB522
