Feature_ID,Value,Source,Comment
GB134,?,von Gertten 2015:116,"seems to be the same order (1), but not enough data."
GB135,1,von Gertten 2015:116,"not mentioned, but examples found"
GB136,0,Siegl 2012:211; von Gertten 2015:105,
GB137,0,Wiinka 2015:29,The clause-final connegative verb form does not qualify for negation.
GB138,1,Wiinka 2015:29,(Discussion about the feature is in process)
GB139,1,von Gertten 2015:90-91,NegAux inflects for mood
GB140,1,Wiinka 2015:29-86,"Not explicitly mentioned, but examples found."
GB146,0,von Gertten 2015:82ff,not mentioned.
GB147,1,von Gertten 2015:101,Not mentioned.
GB148,0,von Gertten 2015:59-120,Not mentioned.
GB149,0,von Gertten 2015:59-120,Not mentioned.
GB150,0,Siegl 2012:203-215,Not mentioned.
GB151,?,Siegl 2012:203-215,Not described; very unlikely.
GB152,?,Siegl 2012:203-215, 
GB155,1,von Gertten 2015:101,
GB156,0,von Gertten 2015:101,
GB158,?,von Gertten 2015:59-120,not mentioned.
GB159,?,von Gertten 2015:59-120,not mentioned
GB160,?,von Gertten 2015:59-120,not mentioned.
GB165,0,von Gertten 2015:63,
GB166,0,von Gertten 2015:63,
GB167,0,von Gertten 2015:72,
GB170,0,von Gertten 2015:66,No grammatical gender in Ume Saami.
GB171,0,von Gertten 2015:66,No grammatical gender in Ume Saami.
GB172,0,von Gertten 2015 1-120,No articles in Ume Saami
GB177,0,von Gertten 2015:82ff,
GB184,0,von Gertten 2015:77f,
GB185,1,von Gertten 2015:76,
GB186,0,von Gertten 2015:1-120 ,No articles in Ume Saami
GB187,1,von Gertten 2015:98,Deriv.suffix
GB188,0,von Gertten 2015:98ff,not mentioned.
GB192,0,von Gertten 2015:66,No gender in Ume Saami.
GB193,1,von Gertten 2015:78,
GB196,0,von Gertten 2015:72,
GB197,0,von Gertten 2015:72,
GB198,0,von Gertten 2015:66,No gender in Ume Saami.
GB203,1,von Gertten 2015:109,not mentioned but an example found
GB204,?,von Gertten 2015:1-120; Wiinka 2015:1-86,
GB250,1,Wiinka 2015:60,
GB252,1,Wiinka 2015:60,
GB253,0,Wiinka 2015:60,
GB254,0,Wiinka 2015:60,
GB256,0,Wiinka 2015:60,
GB257,1,von Gertten 2015:114,
GB260,0,von Gertten 2015:114f,
GB262,1,von Gertten 2015:115,
GB263,0,von Gertten 2015:115,
GB264,0,von Gertten 2015:115,
GB265,0,von Gertten 2015:118f,
GB266,0,von Gertten 2015:118f,
GB270,0,von Gertten 2015:118f,
GB273,1,von Gertten 2015:118f,
GB275,0,von Gertten 2015:118f,
GB276,0,von Gertten 2015:118f,
GB285,0,von Gertten 2015:114,Question particle is not obligatory
GB286,0,von Gertten 2015:114,
GB291,0,von Gertten 2015:114,
GB296,0,von Gertten 2015:1-120; Siegl 2012:203-215,Not mentioned
GB297,0,von Gertten 2015:114,
GB298,1,von Gertten 2015:119,
GB299,0,von Gertten 2015:119,
GB300,0,von Gertten 2015:82ff,
GB301,1,Wiinka 2015:71,Dual pronouns are used this way.
GB302,0,von Gertten 2015:117,
GB303,0,von Gertten 2015:111ff,not mentioned.
GB304,0,von Gertten 2015:117,
GB305,1,von Gertten 2015:73,
GB306,?,von Gertten 2015:1-120,"not mentioned, but not unlikely."
GB309,0,von Gertten 2015:82,
GB312,0,von Gertten 2015:82ff,
GB313,0,von Gertten 2015:72ff,
GB314,0,von Gertten 2015:64,No gender in Ume Saami.
GB315,0,von Gertten 2015:64,No gender in Ume Saami.
GB316,0,von Gertten 2015:66,
GB317,0,von Gertten 2015:66,
GB318,0,von Gertten 2015:66,
GB319,0,von Gertten 2015:64,
GB320,0,von Gertten 2015:64,
GB321,0,von Gertten 2015:66,
GB322,0,von Gertten 2015:1-120; Siegl 2012:203-215,Not mentioned.
GB323,0,von Gertten 2015:1-120; Siegl 2012:203-215,Not mentioned.
GB324,0,von Gertten 2015:114ff,
GB325,?,von Gertten 2015:114,Not mentioned
GB326,1,von Gertten 2015:114,
GB327,1,von Gertten 2015:115f,
GB328,0,von Gertten 2015:115f,
GB329,0,von Gertten 2015:115f,
GB330,0,von Gertten 2015:115f,
GB331,0,von Gertten 2015:115f,
GB333,1,von Gertten 2015:81,
GB334,0,von Gertten 2015:81,
GB335,0,von Gertten 2015:81,
GB336,0,von Gertten 2015:81,
GB400,0,von Gertten 2015:59-120,
GB401,0,von Gertten 2015:82ff,not mentioned.
GB402,0,von Gertten 2015:82ff,not mentioned.
GB403,0,von Gertten 2015:82ff,not mentioned.
GB408,1,von Gertten 2015:105,
GB409,0,von Gertten 2015:105,
GB410,0,von Gertten 2015:105,
GB415,0,von Gertten 2015:72f ,
GB421,0,von Gertten 2015:116,
GB422,0,von Gertten 2015:116,
GB430,0,von Gertten 2015:78;116,
GB431,0,von Gertten 2015:65,
GB432,1,von Gertten 2015:78;116,
GB433,1,von Gertten 2015:65,
GB519,0,von Gertten 2015:82,
GB520,0,von Gertten 2015:82f ,
GB521,0,von Gertten 2015:82,
GB522,1,von Gertten 2015:109,
