Feature_ID,Value,Source,Comment
GB020,0,von Gertten 2015:1-120; Wiinka 2015a:52,Not mentioned; no examples found
GB021,0,von Gertten 2015:1-120; Wiinka 2015a:52,
GB022,0,von Gertten 2015:1-120; Wiinka 2015a:52,
GB023,0,von Gertten 2015:1-120; Wiinka 2015a:52,
GB024,1,von Gertten 2015:107,
GB025,1,von Gertten 2015:107,
GB026,0,Siegl 2012:202ff; von Gertten 2015:106ff,Not mentioned; no examples found
GB027,1,Wiinka 2015b:57,"Not mentioned explicitly, but examples for the comitative use are found."
GB028,0,von Gertten 2015:72ff,Not mentioned
GB030,0,von Gertten 2015:72 ,
GB031,1,von Gertten 2015:72ff,"Yes, but only for personal pronouns."
GB035,1,von Gertten 2015:75; Wiinka 2015a:51,Ume Saami differentiates between three different distance demonstratives. 
GB036,0,von Gertten 2015:75; Wiinka 2015a:51,
GB037,0,von Gertten 2015:75; Wiinka 2015a:51,
GB038,0,von Gertten 2015:59-120,not mentioned.
GB039,0,von Gertten 2015:66ff,
GB041,0,von Gertten 2015:66ff,not mentioned.
GB042,0,von Gertten 2015:64,NOM.SG is unmarked
GB043,0,von Gertten 2015:64; 72,No; only pronouns have a dual form
GB044,1,von Gertten 2015:64,
GB046,0,von Gertten 2015:59-120,"Not mentioned, but very unlikely (cf. Closely related South and Pite Saami) - therefore <0>."
GB047,1,von Gertten 2015:99,Derivational suffix.
GB048,1,von Gertten 2015:100,Derivational suffix.
GB049,?,von Gertten 2015:98ff,"Not mentioned; quite likely, but not sure. "
GB051,0,von Gertten 2015:66,No grammatical gender in Ume Saami.
GB052,0,von Gertten 2015:66,No grammatical gender in Ume Saami.
GB053,0,von Gertten 2015:66,No grammatical gender in Ume Saami.
GB054,0,von Gertten 2015:66,No grammatical gender in Ume Saami.
GB057,0,von Gertten 2015:63ff,
GB058,0,von Gertten 2015:63ff,
GB059,0,Wiinka 2015:60,Not mentioned.
GB065,1,Wiinka 2015:50,
GB068,0,von Gertten 2015:77,
GB069,0,von Gertten 2015:77,
GB070,1,von Gertten 2015:63,NOM-ACC alignment
GB071,1,von Gertten 2015:72,NOM-ACC alignment
GB072,1,von Gertten 2015:64,
GB073,1,von Gertten 2015:73,
GB074,1,von Gertten 2015:77,Only some very few. Some postpositions can be placed before the nominal. 
GB075,1,von Gertten 2015:77,
GB079,0,von Gertten 2015:82ff,
GB080,1,von Gertten 2015:100ff,
GB081,0,von Gertten 2015:82; 100ff,
GB082,1,von Gertten 2015:82-84,Present tense is marked with a combination of stem (alternation)  and suffix.
GB083,1,von Gertten 2015:82-84,Past tense is marked with a combination of stem (alternation) and suffix.
GB084,0,von Gertten 2015:82,
GB086,?,von Gertten 2015:59-120,Description not exhaustive enough
GB089,1,von Gertten 2015:84,
GB090,0,von Gertten 2015:84,
GB091,1,von Gertten 2015:84; 101ff,
GB092,0,von Gertten 2015:84,
GB093,0,von Gertten 2015:84; 101ff,
GB094,0,von Gertten 2015:84; 101ff,
GB095,0,von Gertten 2015:101ff,not mentioned.
GB096,0,von Gertten 2015:60; 82ff,
GB098,0,von Gertten 2015:82ff,
GB099,0,von Gertten 2015:84,"There is some alternation of the stem between 1SG/2SG and the other persons, but this is not suppletion."
GB103,0,von Gertten 2015:82ff,not mentioned.
GB104,0,von Gertten 2015:82ff,not mentioned.
GB105,0,von Gertten 2015:106ff,Recipients (IO) are not marked with the same case as a DO.
GB107,1,von Gertten 2015:109,"Negative auxiliary inflected for person, number, tense, aspect; main verb in an infinite negative form (connegative)."
GB108,0,von Gertten 2015:82ff,not mentioned.
GB109,0,von Gertten 2015:82ff,not mentioned.
GB110,0,von Gertten 2015:82ff,not mentioned.
GB111,1,von Gertten 2015:82,Conjugation classes based on number of syllables. 
GB113,1,von Gertten 2015:101,"Not explicitly mentioned, but examples suggest it."
GB114,1,von Gertten 2015:101,
GB115,?,von Gertten 2015:98ff,"not mentioned and no examples, but not unlikely."
GB116,0,von Gertten 2015:82ff,not mentioned.
GB117,1,Siegl 2012:207,
GB118,0,von Gertten 2015:82ff,not mentioned.
GB119,0,von Gertten 2015:61; 113f,
GB120,0,von Gertten 2015:82ff,
GB121,0,von Gertten 2015:61;82ff,
GB122,0,von Gertten 2015:59-120,"Not mentioned, but highly unlikely. "
GB123,0,von Gertten 2015:82-120; Schlachter 1958 (dictionary),
GB124,0,von Gertten 2015:98,Incorporation is not mentioned.
GB126,1,Schlachter 1958:46,Very certain (dictionary). But I have no examples in the literature. 
GB127,0,Siegl 2012:210f; von Gertten 2015:105,
GB129,0,Schlachter 1958:1-162,
GB130,1,Siegl 2012:210,
GB131,0,Siegl 2012:210,SOV
GB132,0,Siegl 2012:210,"However, SVO sometimes appears as a variation. "
GB133,1,Siegl 2012:210,"SOV seems to be the standard, but exceptions occur."
