Feature_ID,Value,Source,Comment
GB020,0,"Gerson Klumpp, p.c.",
GB021,0,"Gerson Klumpp, p.c.",
GB022,0,"Gerson Klumpp, p.c.",
GB023,0,"Gerson Klumpp, p.c.",
GB024,1,"Gerson Klumpp, p.c.",
GB025,1,"Gerson Klumpp, p.c.",
GB026,0,"Gerson Klumpp, p.c.",
GB027,1,"Gerson Klumpp, p.c.",da'; INSTR
GB028,0,"Gerson Klumpp, p.c.",
GB030,0,"Gerson Klumpp, p.c.",
GB031,1,"Gerson Klumpp, p.c.","transparent; SG + NUM ""2"" but with reduction"
GB035,1,"Gerson Klumpp, p.c.",
GB036,0,"Gerson Klumpp, p.c.",
GB037,?,"Gerson Klumpp, p.c.",
GB038,0,"Gerson Klumpp, p.c.",
GB039,0,"Gerson Klumpp, p.c.",
GB041,0,"Gerson Klumpp, p.c.",
GB042,0,"Gerson Klumpp, p.c.",
GB043,1,"Gerson Klumpp, p.c.",
GB044,1,"Gerson Klumpp, p.c.",
GB046,0,"Gerson Klumpp, p.c.",
GB047,?,"Gerson Klumpp, p.c.",
GB048,?,"Gerson Klumpp, p.c.","PTCP + kuza ""human"""
GB049,?,"Gerson Klumpp, p.c.",
GB051,0,"Gerson Klumpp, p.c.",
GB052,0,"Gerson Klumpp, p.c.",
GB053,0,"Gerson Klumpp, p.c.",
GB054,0,"Gerson Klumpp, p.c.",
GB057,0,"Gerson Klumpp, p.c.",
GB058,0,"Gerson Klumpp, p.c.",
GB059,0,"Gerson Klumpp, p.c.",
GB065,1,"Gerson Klumpp, p.c.",
GB068,0,"Gerson Klumpp, p.c.",
GB069,0,"Gerson Klumpp, p.c.",
GB070,1,"Gerson Klumpp, p.c.",
GB071,1,"Gerson Klumpp, p.c.",
GB072,1,"Gerson Klumpp, p.c.",
GB073,1,"Gerson Klumpp, p.c.",
GB074,0,"Gerson Klumpp, p.c.",
GB075,1,"Gerson Klumpp, p.c.",
GB079,0,"Gerson Klumpp, p.c.",
GB080,1,"Gerson Klumpp, p.c.",
GB081,0,"Gerson Klumpp, p.c.",
GB082,1,"Gerson Klumpp, p.c.",
GB083,1,"Gerson Klumpp, p.c.",
GB084,1,"Gerson Klumpp, p.c.",
GB086,1,"Gerson Klumpp, p.c.",
GB089,1,"Gerson Klumpp, p.c.",
GB090,0,"Gerson Klumpp, p.c.",
GB091,1,"Gerson Klumpp, p.c.",
GB092,0,"Gerson Klumpp, p.c.",
GB093,1,"Gerson Klumpp, p.c.",
GB094,0,"Gerson Klumpp, p.c.",
GB095,0,"Gerson Klumpp, p.c.",
GB096,0,"Gerson Klumpp, p.c.",
GB098,0,"Gerson Klumpp, p.c.",
GB099,0,"Gerson Klumpp, p.c.",
GB103,0,"Gerson Klumpp, p.c.",
GB104,0,"Gerson Klumpp, p.c.",
GB105,0,"Gerson Klumpp, p.c.",
GB107,0,"Gerson Klumpp, p.c.",
GB108,0,"Gerson Klumpp, p.c.",
GB109,0,"Gerson Klumpp, p.c.",
GB110,0,"Gerson Klumpp, p.c.",
GB111,0,"Gerson Klumpp, p.c.","However, there are different groups in the present tense, formerly aspectual classes."
GB113,1,"Gerson Klumpp, p.c.",
GB114,1,"Gerson Klumpp, p.c.",
GB115,1,"Gerson Klumpp, p.c.",
GB116,0,"Gerson Klumpp, p.c.",
GB117,1,"Gerson Klumpp, p.c.",
GB118,1,"Gerson Klumpp, p.c.",Directive; converb + (converb) + verb
GB119,0,"Gerson Klumpp, p.c.",
GB120,1,"Gerson Klumpp, p.c.",
GB121,0,"Gerson Klumpp, p.c.",
GB122,0,"Gerson Klumpp, p.c.",
GB123,1,"Gerson Klumpp, p.c.",Not dominant but exists; Turkic lgs around
GB124,0,"Gerson Klumpp, p.c.",
GB126,0,"Gerson Klumpp, p.c.",
GB127,0,"Gerson Klumpp, p.c.",Not entirely certain; corpus not sufficient enough.
GB129,0,"Gerson Klumpp, p.c.",
GB130,1,"Gerson Klumpp, p.c.",
GB131,0,"Gerson Klumpp, p.c.",
GB132,0,"Gerson Klumpp, p.c.",
GB133,1,"Gerson Klumpp, p.c.",
GB134,1,"Gerson Klumpp, p.c.",
GB135,1,"Gerson Klumpp, p.c.",
GB136,1,"Gerson Klumpp, p.c.",But very few examples in the corpus.
GB137,0,"Gerson Klumpp, p.c.",
GB138,0,"Gerson Klumpp, p.c.",
GB139,1,"Gerson Klumpp, p.c.",
GB140,0,"Gerson Klumpp, p.c.",
GB146,0,"Gerson Klumpp, p.c.",
GB147,0,"Gerson Klumpp, p.c.",
GB148,0,"Gerson Klumpp, p.c.",
GB149,0,"Gerson Klumpp, p.c.",
GB150,1,"Gerson Klumpp, p.c.","yes, with converbs"
GB151,0,"Gerson Klumpp, p.c.",
GB152,1,"Gerson Klumpp, p.c.",
GB155,1,"Gerson Klumpp, p.c.",
GB156,0,"Gerson Klumpp, p.c.",
GB158,0,"Gerson Klumpp, p.c.",
GB159,0,"Gerson Klumpp, p.c.",
GB160,0,"Gerson Klumpp, p.c.",
GB165,0,"Gerson Klumpp, p.c.",
GB166,0,"Gerson Klumpp, p.c.",
