Feature_ID,Value,Source,Comment
GB264,1,"Eva Saar, p.c.",
GB265,0,"Eva Saar, p.c.",
GB266,0,"Eva Saar, p.c.",
GB270,0,"Eva Saar, p.c.",
GB273,1,"Eva Saar, p.c.",
GB275,1,"Eva Saar, p.c.",
GB276,0,"Eva Saar, p.c.",
GB285,0,"Eva Saar, p.c.",
GB286,0,"Eva Saar, p.c.",
GB291,0,"Eva Saar, p.c.",
GB296,0,"Eva Saar, p.c.",
GB297,0,"Eva Saar, p.c.",
GB298,1,"Eva Saar, p.c.",
GB299,0,"Eva Saar, p.c.",
GB300,0,"Eva Saar, p.c.",
GB301,0,"Eva Saar, p.c.",
GB302,0,"Eva Saar, p.c.",
GB303,0,"Eva Saar, p.c.",
GB304,0,"Eva Saar, p.c.",
GB305,1,"Eva Saar, p.c.",
GB306,0,"Eva Saar, p.c.",
GB309,0,"Eva Saar, p.c.",
GB312,1,"Eva Saar, p.c.",
GB313,0,"Eva Saar, p.c.",
GB314,0,"Eva Saar, p.c.",
GB315,0,"Eva Saar, p.c.",
GB316,0,"Eva Saar, p.c.",
GB317,0,"Eva Saar, p.c.",
GB318,0,"Eva Saar, p.c.",
GB319,0,"Eva Saar, p.c.",
GB320,0,"Eva Saar, p.c.",
GB321,0,"Eva Saar, p.c.",
GB322,0,"Eva Saar, p.c.",
GB323,0,"Eva Saar, p.c.",
GB324,0,"Eva Saar, p.c.",
GB325,1,"Eva Saar, p.c.",
GB326,0,"Eva Saar, p.c.",
GB327,1,"Eva Saar, p.c.",
GB328,0,"Eva Saar, p.c.",
GB329,0,"Eva Saar, p.c.",
GB330,0,"Eva Saar, p.c.",
GB331,1,"Eva Saar, p.c.",
GB333,1,"Eva Saar, p.c.",
GB334,0,"Eva Saar, p.c.",
GB335,0,"Eva Saar, p.c.",
GB336,0,"Eva Saar, p.c.",
GB400,0,"Eva Saar, p.c.",
GB401,0,"Eva Saar, p.c.",
GB402,0,"Eva Saar, p.c.",
GB403,0,"Eva Saar, p.c.",
GB408,1,"Eva Saar, p.c.",
GB409,0,"Eva Saar, p.c.",
GB410,0,"Eva Saar, p.c.",
GB415,1,"Eva Saar, p.c.",
GB421,1,"Eva Saar, p.c.",
GB422,0,"Eva Saar, p.c.",
GB430,0,"Eva Saar, p.c.",
GB431,0,"Eva Saar, p.c.",
GB432,1,"Eva Saar, p.c.",
GB433,1,"Eva Saar, p.c.",
GB519,0,"Eva Saar, p.c.",
GB520,0,"Eva Saar, p.c.",
GB521,0,"Eva Saar, p.c.",
GB522,1,"Eva Saar, p.c.",
