Feature_ID,Value,Source,Comment
GB020,0,"Rogier Blokland, p.c.",
GB021,0,"Rogier Blokland, p.c.",
GB022,0,"Rogier Blokland, p.c.",
GB023,1,"Rogier Blokland, p.c.",
GB024,1,"Rogier Blokland, p.c.",
GB025,1,"Rogier Blokland, p.c.",
GB026,0,"Rogier Blokland, p.c.",
GB027,1,"Rogier Blokland, p.c.",
GB028,0,"Rogier Blokland, p.c.",
GB030,0,"Rogier Blokland, p.c.",
GB031,0,"Rogier Blokland, p.c.",
GB035,0,"Rogier Blokland, p.c.",
GB036,0,"Rogier Blokland, p.c.",
GB037,0,"Rogier Blokland, p.c.",
GB038,0,"Rogier Blokland, p.c.",
GB039,0,"Rogier Blokland, p.c.",
GB041,0,"Rogier Blokland, p.c.",
GB042,0,"Rogier Blokland, p.c.",
GB043,0,"Rogier Blokland, p.c.",
GB044,1,"Rogier Blokland, p.c.",
GB046,1,"Rogier Blokland, p.c.",
GB047,1,"Rogier Blokland, p.c.",
GB048,1,"Rogier Blokland, p.c.",
GB049,1,"Rogier Blokland, p.c.",
GB051,0,"Rogier Blokland, p.c.",
GB052,0,"Rogier Blokland, p.c.",
GB053,0,"Rogier Blokland, p.c.",
GB054,0,"Rogier Blokland, p.c.",
GB057,0,"Rogier Blokland, p.c.",
GB058,0,"Rogier Blokland, p.c.",
GB059,0,"Rogier Blokland, p.c.",
GB065,1,"Rogier Blokland, p.c.",
GB068,0,"Rogier Blokland, p.c.",
GB069,0,"Rogier Blokland, p.c.",
GB070,1,"Rogier Blokland, p.c.",
GB071,1,"Rogier Blokland, p.c.",
GB072,1,"Rogier Blokland, p.c.",
GB073,1,"Rogier Blokland, p.c.",
GB074,0,"Rogier Blokland, p.c.",
GB075,1,"Rogier Blokland, p.c.",
GB079,0,"Rogier Blokland, p.c.",
GB080,0,"Rogier Blokland, p.c.",
GB081,0,"Rogier Blokland, p.c.",
GB082,0,"Rogier Blokland, p.c.",
GB083,1,"Rogier Blokland, p.c.",
GB084,0,"Rogier Blokland, p.c.",
GB086,0,"Rogier Blokland, p.c.",
GB089,1,"Rogier Blokland, p.c.",
GB090,0,"Rogier Blokland, p.c.",
GB091,1,"Rogier Blokland, p.c.",
GB092,0,"Rogier Blokland, p.c.",
GB093,0,"Rogier Blokland, p.c.",
GB094,0,"Rogier Blokland, p.c.",
GB095,0,"Rogier Blokland, p.c.",
GB096,0,"Rogier Blokland, p.c.",
GB098,0,"Rogier Blokland, p.c.",
GB099,0,"Rogier Blokland, p.c.",
GB103,0,"Rogier Blokland, p.c.",
GB104,0,"Rogier Blokland, p.c.",
GB105,0,"Rogier Blokland, p.c.",
GB107,0,"Rogier Blokland, p.c.",
GB108,0,"Rogier Blokland, p.c.",
GB109,0,"Rogier Blokland, p.c.",
GB110,0,"Rogier Blokland, p.c.",
GB111,0,"Rogier Blokland, p.c.",
GB113,1,"Rogier Blokland, p.c.",
GB114,1,"Rogier Blokland, p.c.",
GB115,1,"Rogier Blokland, p.c.",
GB116,0,"Rogier Blokland, p.c.",
GB117,1,"Rogier Blokland, p.c.",
GB118,0,"Rogier Blokland, p.c.",
GB119,0,"Rogier Blokland, p.c.",
GB120,0,"Rogier Blokland, p.c.",
GB121,1,"Rogier Blokland, p.c.",
GB122,0,"Rogier Blokland, p.c.",
GB123,0,"Rogier Blokland, p.c.",
GB124,0,"Rogier Blokland, p.c.",
GB126,1,"Rogier Blokland, p.c.",
GB127,0,"Rogier Blokland, p.c.",
GB129,0,"Rogier Blokland, p.c.",
GB130,1,"Rogier Blokland, p.c.",
GB131,0,"Rogier Blokland, p.c.",
GB132,1,"Rogier Blokland, p.c.",
GB133,0,"Rogier Blokland, p.c.",
GB134,?,"Rogier Blokland, p.c.",
GB135,1,"Rogier Blokland, p.c.",
GB136,0,"Rogier Blokland, p.c.",
GB137,0,"Rogier Blokland, p.c.",
GB138,0,"Rogier Blokland, p.c.",
GB139,1,"Rogier Blokland, p.c.",
GB140,0,"Rogier Blokland, p.c.",
GB146,0,"Rogier Blokland, p.c.",
GB147,?,"Rogier Blokland, p.c.",
GB148,?,"Rogier Blokland, p.c.",
GB149,0,"Rogier Blokland, p.c.",
GB150,0,"Rogier Blokland, p.c.",
GB151,0,"Rogier Blokland, p.c.",
GB152,0,"Rogier Blokland, p.c.",
GB155,1,"Rogier Blokland, p.c.",
GB156,0,"Rogier Blokland, p.c.",
GB158,0,"Rogier Blokland, p.c.",
GB159,0,"Rogier Blokland, p.c.",
GB160,1,"Rogier Blokland, p.c.",
GB165,0,"Rogier Blokland, p.c.",
GB166,0,"Rogier Blokland, p.c.",
GB167,0,"Rogier Blokland, p.c.",
GB170,0,"Rogier Blokland, p.c.",
GB171,0,"Rogier Blokland, p.c.",
GB172,0,"Rogier Blokland, p.c.",
GB177,0,"Rogier Blokland, p.c.",
GB184,0,"Rogier Blokland, p.c.",
GB185,0,"Rogier Blokland, p.c.",
GB186,0,"Rogier Blokland, p.c.",
GB187,1,"Rogier Blokland, p.c.",
GB188,0,"Rogier Blokland, p.c.",
GB192,0,"Rogier Blokland, p.c.",
