Feature_ID,Value,Source,Comment
GB020,0,Siegl 2013: ,
GB021,0,Siegl 2013:173,
GB022,0,Siegl 2013,
GB023,0,Siegl 2013:173,? Occasionally a suffixed indefinite/emphatic marker
GB024,1,Siegl 2013:184,
GB025,1,Siegl 2013:203,
GB026,0,Siegl 2013:203,
GB027,1,Siegl 2013:161; 242,
GB028,0,Siegl 2013:73,
GB030,0,Siegl 2013:73,
GB031,1,Siegl 2013:73,
GB035,0,Siegl 2013:203,
GB036,0,Siegl 2013:203,
GB037,0,Siegl 2013:203,
GB038,0,Siegl 2013:203,
GB039,0,Siegl 2013:147,
GB041,0,Siegl 2013:114,
GB042,0,Siegl 2013:67,
GB043,1,Siegl 2013:67,
GB044,1,Siegl 2013:67,
GB046,0,Siegl 2013:67,
GB047,0,Siegl 2013:330,No longer productive.
GB048,0,Siegl 2013:330,No longer productive.
GB049,0,Siegl 2013:330,No longer productive.
GB051,0,Siegl 2013:29,No gender.
GB052,0,Siegl 2013:29,No gender.
GB053,0,Siegl 2013:29,No gender.
GB054,0,Siegl 2013:29,No gender.
GB057,0,Siegl 2013,Not mentioned.
GB058,0,Siegl 2013,Not mentioned.
GB059,0,Siegl 2013:235,
GB065,1,Siegl 2013:233,
GB068,0,Siegl 2013:140,
GB069,0,Siegl 2013:140 ,
GB070,1,Siegl 2013:121ff,
GB071,1,Siegl 2013:73,
GB072,1,Siegl 2013:121ff,
GB073,1,Siegl 2013:73,
GB074,0,Siegl 2013:67,
GB075,1,Siegl 2013:67,
GB079,0,Siegl 2013:67,
GB080,1,Siegl 2013:248ff,
GB081,0,Siegl 2013,Not mentioned.
GB082,0,Siegl 2013:261,
GB083,1,Siegl 2013:262,
GB084,1,Siegl 2013:266,
GB086,0,Siegl 2013:268,
GB089,1,Siegl 2013:248,
GB090,0,Siegl 2013:248,
GB091,1,Siegl 2013:248,
GB092,0,Siegl 2013:248,
GB093,1,Siegl 2013:249,
GB094,0,Siegl 2013:248ff,
GB095,0,Siegl 2013,Not mentioned.
GB096,0,Siegl 2013:74,
GB098,0,Siegl 2013 ,Not mentioned.
GB099,0,Siegl 2013:247ff,
GB103,0,Siegl 2013:358,
GB104,0,Siegl 2013:161 ,
GB105,0,Siegl 2013:460,
GB107,0,Siegl 2013:76,
GB108,0,Siegl 2013,Not mentioned.
