Feature_ID,Value,Source,Comment
GB020,0,Wagner-Nagy 2019:19; 463,
GB021,0,Wagner-Nagy 2019:308ff,
GB022,0,Wagner-Nagy 2019,
GB023,0,Wagner-Nagy 2019,
GB024,1,Wagner-Nagy 2019:158,
GB025,1,Wagner-Nagy 2019:127ff,
GB026,0,Wagner-Nagy 2019:96ff,
GB027,1,Wagner-Nagy 2019:326-327,
GB028,0,Wagner-Nagy 2019,not mentioned.
GB030,0,Wagner-Nagy 2019:106,
GB031,1,Wagner-Nagy 2019:106,
GB035,0,Wagner-Nagy 2019:127,
GB036,0,Wagner-Nagy 2019:127,
GB037,0,Wagner-Nagy 2019:127,
GB038,0,Wagner-Nagy 2019:127,
GB039,0,Wagner-Nagy 2019:176,
GB041,0,Wagner-Nagy 2019,not mentioned.
GB042,0,Wagner-Nagy 2019:95,
GB043,1,Wagner-Nagy 2019:95,
GB044,1,Wagner-Nagy 2019:95,
GB046,0,"Wagner-Nagy 2019:187,188",The PL marker can have associative reading in some contexts.
GB047,1,Wagner-Nagy 2019:513-514.,
GB048,1,Wagner-Nagy 2019:516,
GB049,1,Wagner-Nagy 2019:518,
GB051,0,Wagner-Nagy 2019:94,no gender.
GB052,0,Wagner-Nagy 2019:94,no gender.
GB053,0,Wagner-Nagy 2019:94,no gender.
GB054,0,Wagner-Nagy 2019:94,no gender.
GB057,0,Wagner-Nagy 2019,not mentioned.
GB058,0,Wagner-Nagy 2019,not mentioned.
GB059,0,Wagner-Nagy 2019:317,
GB065,1,Wagner-Nagy 2019:317,
GB068,0,Wagner-Nagy 2019:97,
GB069,0,Wagner-Nagy 2019:97,
GB070,1,Wagner-Nagy 2019:191,
GB071,0,Wagner-Nagy 2019:107,NOM = ACC.
GB072,1,Wagner-Nagy 2019:191,
GB073,1,Wagner-Nagy 2019:108;109,
GB074,0,Wagner-Nagy 2019:152,
GB075,1,Wagner-Nagy 2019:152,
GB079,0,Wagner-Nagy 2019:509,No prefixes in the lg.
GB080,0,Wagner-Nagy 2019:214,
GB081,?,Wagner-Nagy 2019:504,"infixiation mentioned, but no examples for verbs given."
