Feature_ID,Value,Source,Comment
GB020,0,"Joshua Wilbur, p.c.",
GB021,0,"Joshua Wilbur, p.c.",
GB022,0,"Joshua Wilbur, p.c.",
GB023,0,"Joshua Wilbur, p.c.",
GB024,1,"Joshua Wilbur, p.c.",
GB025,1,"Joshua Wilbur, p.c.",
GB026,0,"Joshua Wilbur, p.c.",
GB027,1,"Joshua Wilbur, p.c.",
GB028,0,"Joshua Wilbur, p.c.",
GB030,0,"Joshua Wilbur, p.c.",
GB031,1,"Joshua Wilbur, p.c.",
GB035,1,"Joshua Wilbur, p.c.",
GB036,0,"Joshua Wilbur, p.c.",
GB037,0,"Joshua Wilbur, p.c.",
GB038,0,"Joshua Wilbur, p.c.",
GB039,0,"Joshua Wilbur, p.c.",
GB041,0,"Joshua Wilbur, p.c.",
GB042,0,"Joshua Wilbur, p.c.",
GB043,0,"Joshua Wilbur, p.c.",
GB044,0,"Joshua Wilbur, p.c.",
GB046,0,"Joshua Wilbur, p.c.",
GB047,1,"Joshua Wilbur, p.c.",
GB048,1,"Joshua Wilbur, p.c.",
GB049,1,"Joshua Wilbur, p.c.",
GB051,0,"Joshua Wilbur, p.c.",
GB052,0,"Joshua Wilbur, p.c.",
GB053,0,"Joshua Wilbur, p.c.",
GB054,0,"Joshua Wilbur, p.c.",
GB057,0,"Joshua Wilbur, p.c.",
GB058,0,"Joshua Wilbur, p.c.",
GB059,0,"Joshua Wilbur, p.c.",
GB065,1,"Joshua Wilbur, p.c.",3 if possessive suffixes on nouns count as well!
GB068,0,"Joshua Wilbur, p.c.",
GB069,0,"Joshua Wilbur, p.c.",
GB070,1,"Joshua Wilbur, p.c.",
GB071,1,"Joshua Wilbur, p.c.",
GB072,1,"Joshua Wilbur, p.c.",
GB073,1,"Joshua Wilbur, p.c.",
GB074,1,"Joshua Wilbur, p.c.",limited set; they can also be used as postpositions
GB075,1,"Joshua Wilbur, p.c.",
GB079,0,"Joshua Wilbur, p.c.",
GB080,1,"Joshua Wilbur, p.c.",
GB081,0,"Joshua Wilbur, p.c.",
GB082,0,"Joshua Wilbur, p.c.",
GB083,1,"Joshua Wilbur, p.c.",
GB084,0,"Joshua Wilbur, p.c.",
GB086,0,"Joshua Wilbur, p.c.",
GB089,1,"Joshua Wilbur, p.c.",
GB090,0,"Joshua Wilbur, p.c.",
GB091,1,"Joshua Wilbur, p.c.",
GB092,0,"Joshua Wilbur, p.c.",
GB093,0,"Joshua Wilbur, p.c.",
GB094,0,"Joshua Wilbur, p.c.",
GB095,0,"Joshua Wilbur, p.c.",
GB096,0,"Joshua Wilbur, p.c.",
GB098,0,"Joshua Wilbur, p.c.",
GB099,1,"Joshua Wilbur, p.c.",stem alternation
GB103,0,"Joshua Wilbur, p.c.",
GB104,0,"Joshua Wilbur, p.c.",
GB105,0,"Joshua Wilbur, p.c.",
GB107,0,"Joshua Wilbur, p.c.",
GB108,0,"Joshua Wilbur, p.c.",
GB109,0,"Joshua Wilbur, p.c.",
GB110,0,"Joshua Wilbur, p.c.",
GB111,0,"Joshua Wilbur, p.c.",
GB113,1,"Joshua Wilbur, p.c.",
GB114,1,"Joshua Wilbur, p.c.",
GB115,0,"Joshua Wilbur, p.c.",
GB116,0,"Joshua Wilbur, p.c.",
GB117,1,"Joshua Wilbur, p.c.",
GB118,0,"Joshua Wilbur, p.c.",
GB119,0,"Joshua Wilbur, p.c.",
GB120,0,"Joshua Wilbur, p.c.",
GB121,0,"Joshua Wilbur, p.c.",
GB122,0,"Joshua Wilbur, p.c.",
GB123,0,"Joshua Wilbur, p.c.",
GB124,0,"Joshua Wilbur, p.c.",
GB126,1,"Joshua Wilbur, p.c.",
GB127,0,"Joshua Wilbur, p.c.",
GB129,0,"Joshua Wilbur, p.c.",
GB130,1,"Joshua Wilbur, p.c.",
GB131,0,"Joshua Wilbur, p.c.",
GB132,1,"Joshua Wilbur, p.c.",
GB133,0,"Joshua Wilbur, p.c.",
GB134,1,"Joshua Wilbur, p.c.",
GB135,1,"Joshua Wilbur, p.c.",
GB136,0,"Joshua Wilbur, p.c.",
GB137,0,"Joshua Wilbur, p.c.",
GB138,1,"Joshua Wilbur, p.c.",
GB139,1,"Joshua Wilbur, p.c.",
GB140,1,"Joshua Wilbur, p.c.",
GB146,0,"Joshua Wilbur, p.c.",
GB147,1,"Joshua Wilbur, p.c.",
GB148,0,"Joshua Wilbur, p.c.",
GB149,0,"Joshua Wilbur, p.c.",
GB150,0,"Joshua Wilbur, p.c.",
GB151,0,"Joshua Wilbur, p.c.",
GB152,0,"Joshua Wilbur, p.c.",
GB155,1,"Joshua Wilbur, p.c.",
GB156,0,"Joshua Wilbur, p.c.",
GB158,0,"Joshua Wilbur, p.c.",
GB159,0,"Joshua Wilbur, p.c.",
GB160,0,"Joshua Wilbur, p.c.",
GB165,0,"Joshua Wilbur, p.c.",
GB166,0,"Joshua Wilbur, p.c.",
GB167,0,"Joshua Wilbur, p.c.",
GB170,0,"Joshua Wilbur, p.c.",
GB171,0,"Joshua Wilbur, p.c.",
GB172,0,"Joshua Wilbur, p.c.",
GB177,0,"Joshua Wilbur, p.c.",
GB184,1,"Joshua Wilbur, p.c.",only in predicative position
GB185,1,"Joshua Wilbur, p.c.",
GB186,0,"Joshua Wilbur, p.c.",
GB187,1,"Joshua Wilbur, p.c.",
GB188,0,"Joshua Wilbur, p.c.",
GB192,0,"Joshua Wilbur, p.c.",
GB193,1,"Joshua Wilbur, p.c.",
GB196,0,"Joshua Wilbur, p.c.",
GB197,0,"Joshua Wilbur, p.c.",
GB198,0,"Joshua Wilbur, p.c.",
GB203,1,"Joshua Wilbur, p.c.",
GB204,1,"Joshua Wilbur, p.c.",
GB250,1,"Joshua Wilbur, p.c.",
GB252,1,"Joshua Wilbur, p.c.",
GB253,0,"Joshua Wilbur, p.c.",
GB254,0,"Joshua Wilbur, p.c.",
GB256,0,"Joshua Wilbur, p.c.",
GB257,0,"Joshua Wilbur, p.c.",
GB260,0,"Joshua Wilbur, p.c.",
GB262,0,"Joshua Wilbur, p.c.",
GB263,0,"Joshua Wilbur, p.c.",
GB264,0,"Joshua Wilbur, p.c.",
GB265,0,"Joshua Wilbur, p.c.",
GB266,1,"Joshua Wilbur, p.c.",
GB270,0,"Joshua Wilbur, p.c.",
GB273,0,"Joshua Wilbur, p.c.",
GB275,1,"Joshua Wilbur, p.c.",
GB276,0,"Joshua Wilbur, p.c.",
GB285,0,"Joshua Wilbur, p.c.",
GB286,0,"Joshua Wilbur, p.c.",
GB291,0,"Joshua Wilbur, p.c.",
GB296,0,"Joshua Wilbur, p.c.",
GB297,0,"Joshua Wilbur, p.c.",
GB298,1,"Joshua Wilbur, p.c.",
GB299,0,"Joshua Wilbur, p.c.",
GB300,0,"Joshua Wilbur, p.c.",
GB301,1,"Joshua Wilbur, p.c.",dual pronouns
GB302,0,"Joshua Wilbur, p.c.",
GB303,0,"Joshua Wilbur, p.c.",
