Feature_ID,Value,Source,Comment
GB020,0,Filchenko 2007,Not mentioned.
GB021,0,Filchenko 2007,Not mentioned.
GB022,0,Filchenko 2007:1-615,Not mentioned.
GB023,0,Filchenko 2007:1-615,Not mentioned.
GB024,1,Filchenko 2007:176,
GB025,1,Filchenko 2007:121,
GB026,0,Filchenko 2007:1-541,Not mentioned.
GB027,1,Filchenko 2007:93,
GB028,0,Filchenko 2007:1-615,Not mentioned.
GB030,0,Filchenko 2007:105,
GB031,1,Filchenko 2007:111,
GB035,0,Filchenko 2007:121,
GB036,0,Filchenko 2007:121,
GB037,1,Filchenko 2007:121,
GB038,0,Filchenko 2007:121,
GB039,0,Filchenko 2007:75ff,
GB041,0,Filchenko 2007:78,
GB042,0,Filchenko 2007:76,
GB043,1,Filchenko 2007:76,
GB044,1,Filchenko 2007:76,
GB046,1,Filchenko 2007:66-67,
GB047,1,Filchenko 2007:70,
GB048,0,Filchenko 2007:66ff,No examples found. 
GB049,1,Filchenko 2007:70,
GB051,0,Filchenko 2007:63ff,
GB052,0,Filchenko 2007:63ff,
GB053,0,Filchenko 2007:63ff,
GB054,0,Filchenko 2007:63ff,
GB057,0,Filchenko 2007:1-615,Classifiers not mentioned.
GB058,0,Filchenko 2007:1-615,Classifiers not mentioned.
GB059,0,Filchenko 2007:80-82,"No difference in marking strategy, but some kinship terms are always marked for possession."
GB065,1,Filchenko 2007:83,
GB068,0,Filchenko 2007:137ff,
GB069,0,Filchenko 2007:137ff,
GB070,0,Filchenko 2007:63 ,
GB071,1,Filchenko 2007:112,
GB072,1,Filchenko 2007:83,
GB073,1,Filchenko 2007:112,
GB074,0,Filchenko 2007:1-615,
GB075,1,Filchenko 2007:191,
GB079,0,Filchenko 2007:11,No prefixes in the language
GB080,1,Filchenko 2007:232,
GB081,0,Filchenko 2007:1-451,Not mentioned.
GB082,1,Filchenko 2007:231,"a so-called ""Present-Future"""
GB083,1,Filchenko 2007:231,
GB084,0,Filchenko 2007:231,"However, there is an overtly marked so-called ""Present-Future""."
GB086,1,Filchenko 2007:256,
GB089,1,Filchenko 2007:230ff,
GB090,0,Filchenko 2007:11,No prefixes in the language
GB091,1,Filchenko 2007:230ff,
GB092,0,Filchenko 2007:11,No prefixes in the language
GB093,0,Filchenko 2007:230ff,
GB094,0,Filchenko 2007:11,No prefixes in the language
GB095,0,Filchenko 2007:230ff,
GB096,0,Filchenko 2007:230ff,
GB098,0,Filchenko 2007:230ff,
GB099,0,Filchenko 2007:28ff,"However, East Khanty has vowel alternations in the stem, but they appear not to be based on the participant. "
GB103,0,Filchenko 2007:230ff,
GB104,0,Filchenko 2007:230ff,
GB105,0,Filchenko 2007:230ff,
GB107,0,Filchenko 2007:423,
GB108,0,Filchenko 2007:230ff,
GB109,0,Filchenko 2007:1-615,
GB110,0,Filchenko 2007:1-615,
GB111,0,Filchenko 2007:263ff,"However, there is a ""subjective"" and ""objective"" conjugation, but the markers appear to be the same. "
GB113,1,Filchenko 2007:452,
GB114,0,Filchenko 2007:342,
GB115,0,Filchenko 2007:258,
GB116,0,Filchenko 2007:344,
GB117,1,Filchenko 2007:331,
GB118,0,Filchenko 2007:1-615,Not mentioned.
GB119,0,Filchenko 2007:249,
GB120,0,Filchenko 2007:274,
GB121,0,Filchenko 2007:231,
GB122,0,Filchenko 2007:1-615,
GB123,0,Filchenko 2007:1-615,
GB124,0,Filchenko 2007:75ff,
GB126,0,Filchenko 2007:331,
GB127,0,Filchenko 2007:316ff,
GB129,0,Filchenko 2007:555ff,
GB130,1,Filchenko 2007:362,
GB131,0,Filchenko 2007:362,
GB132,0,Filchenko 2007:362,
GB133,1,Filchenko 2007:362,
